"playerID","gamesBatted","totalRBI","totalHR","battingAverage","gamesPitched","pitchingERA","strikeOuts","gamesFielded","totalPutOut","totalGames","totalSeasons","managerWins","allstarAppearances","proportionalSal","class"
"hamptmi01","448","79","16","0.2455","419","4.170624986290932","1387","419","144","448","16","0","2","2.96824118","0"
"mclaide01","285","31","1","0.1331","280","4.0790909420360215","1282","280","154","285","10","0","3","1.00000000","0"
"simmocu01","609","76","1","0.1709","569","4.2082608990047286","1697","569","127","609","20","0","3","1.00000000","0"
"ageeto01","1129","433","130","0.2554","0","0","0","1073","2371","1130","12","0","2","1.00000000","0"
"bushgu01","544","52","0","0.1610","542","4.011666668785943","850","542","138","544","17","0","0","1.00000000","0"
"leede02","1942","1078","331","0.2814","0","0","0","1901","14910","1942","15","0","2","2.21964286","0"
"murphda05","2180","1266","398","0.2652","0","0","0","2147","6319","2180","18","0","7","3.31880000","0"
"richajr01","239","50","10","0.1685","238","4.293999969959259","1493","238","113","239","10","0","1","1.00000000","0"
"barbest01","466","27","5","0.1155","466","4.087222205268012","1309","466","106","466","15","0","2","1.00000000","0"
"berryke01","1383","343","58","0.2546","0","0","0","1312","2722","1384","14","0","1","1.00000000","0"
"brechha01","321","44","2","0.1917","318","2.70416663090388","901","318","78","321","12","0","2","1.00000000","0"
"clarkho01","1272","304","27","0.2556","0","0","0","1187","2802","1272","10","0","0","1.00000000","0"
"faberre01","670","70","3","0.1340","669","3.2250000059604647","1471","669","130","670","20","0","0","1.00000000","1"
"henderi01","3081","1115","297","0.2787","0","0","0","2826","6468","3081","25","0","10","2.85400000","1"
"martibi02","1021","333","64","0.2565","0","0","0","983","2022","1022","11","1253","1","1.00000000","0"
"rodriiv01","2543","1332","311","0.2965","0","0","0","2436","14922","2543","21","0","14","2.98374000","1"
"beaucji01","393","90","14","0.2315","0","0","0","184","755","393","10","0","0","1.00000000","0"
"danniha01","890","397","57","0.2851","0","0","0","802","3259","890","10","0","4","1.00000000","0"
"gehrilo01","2164","1995","493","0.3401","0","0","0","2147","19525","2164","17","0","7","1.00000000","1"
"jenseja01","1438","929","199","0.2794","0","0","0","1391","2739","1438","11","0","3","1.00000000","0"
"martiti02","2023","1271","339","0.2707","0","0","0","1869","15001","2023","16","0","2","2.04307143","0"
"mizejo01","1884","1337","359","0.3121","0","0","0","1675","14862","1883","15","0","10","1.00000000","1"
"ordonma01","1848","1236","294","0.3090","0","0","0","1725","3208","1848","15","0","6","3.09050667","0"
"penato01","1988","708","107","0.2600","0","0","0","1967","11260","1988","18","198","5","1.91682308","0"
"pinsova01","2469","1169","256","0.2858","0","0","0","2419","5145","2470","18","0","4","1.00000000","0"
"alomaro01","2379","1134","210","0.3002","0","0","0","2325","4463","2379","17","0","12","3.38748750","1"
"ashburi01","2189","586","29","0.3077","0","0","0","2106","6094","2189","15","0","5","1.00000000","1"
"bergewa01","1350","898","242","0.3002","0","0","0","1309","3430","1350","11","0","4","1.00000000","0"
"clemero01","2433","1305","240","0.3173","0","0","0","2373","4697","2433","18","0","17","1.00000000","1"
"clemero02","709","12","0","0.1732","709","3.220833331346512","4672","709","320","709","24","0","11","4.16656667","0"
"coopece01","1896","1125","241","0.2983","0","0","0","1475","13361","1896","17","171","5","1.68663333","0"
"coopewa01","1473","812","173","0.2852","0","0","0","1223","5166","1473","18","0","8","1.00000000","0"
"courtcl01","946","313","38","0.2682","0","0","0","802","3556","946","11","0","0","1.00000000","0"
"coxbo01","220","58","9","0.2245","0","0","0","194","148","220","2","2497","0","1.00000000","1"
"darkal01","1828","757","126","0.2894","1","18","0","1812","3174","1828","14","994","3","1.00000000","0"
"davisha01","1755","951","75","0.2767","0","0","0","1742","15866","1757","22","54","0","1.00000000","0"
"derripa01","579","102","2","0.1746","579","3.531249985098839","1507","579","153","579","15","0","6","1.00000000","0"
"reynosh01","306","43","5","0.1410","305","4.156923078573668","1403","305","121","306","13","0","1","1.64846364","0"
"richepe01","446","15","1","0.1448","429","3.150666666030884","925","429","53","446","13","0","2","1.00000000","0"
"dickebi01","1789","1209","202","0.3125","0","0","0","1708","7965","1789","17","57","11","1.00000000","1"
"fernasi01","308","34","1","0.1818","307","3.773749977350235","1743","307","25","308","15","0","2","1.70497143","0"
"gossari01","1003","2","0","0.1059","1002","3.199999990670577","1502","1002","78","1003","22","0","9","1.81835714","1"
"hemusso01","961","263","51","0.2732","0","0","0","763","1240","961","11","190","0","1.00000000","0"
"lemonbo01","615","147","37","0.2316","460","3.424615364808303","1277","476","298","615","15","430","7","1.00000000","1"
"drabedo01","412","46","2","0.1662","398","3.95846150471614","1594","398","266","412","13","0","1","2.49266923","0"
"johnswa01","933","255","24","0.2354","802","2.348095241047087","3509","815","292","937","21","529","0","1.00000000","1"
"kennete02","1491","628","113","0.2637","0","0","0","1431","6754","1491","14","0","4","1.60172500","0"
"larsedo01","480","72","14","0.2416","412","4.144705842523014","849","414","95","480","14","0","0","1.00000000","0"
"newsobo01","609","102","1","0.1892","600","4.087241337217134","2082","600","112","609","20","0","4","1.00000000","0"
"petrori01","1553","773","210","0.2508","0","0","0","1508","1886","1553","13","0","2","1.00000000","0"
"barroed99","0","0","0","0.0000","0","0","0","0","0","0","0","310","0","1.00000000","1"
"lansfca01","1862","874","151","0.2897","0","0","0","1850","2098","1862","15","0","1","2.29423750","0"
"maddoga01","1749","754","117","0.2846","0","0","0","1687","4449","1749","15","0","0","1.72230000","0"
"sanchfr01","904","371","48","0.2975","0","0","0","873","1466","904","10","0","3","1.10025556","0"
"bonilbo01","2113","1173","287","0.2787","1","18","0","1972","3045","2113","16","0","6","3.12043125","0"
"boonebo01","2264","826","105","0.2537","0","0","0","2240","11325","2264","19","371","4","2.22241667","0"
"brookhu01","1645","824","149","0.2692","0","0","0","1489","1935","1645","15","0","2","1.63860000","0"
"griffke01","2097","859","152","0.2964","0","0","0","1875","4578","2097","19","0","3","1.69180000","0"
"jordabr01","1456","821","184","0.2818","0","0","0","1362","2852","1456","15","0","1","1.91944667","0"
"leibrch01","394","14","0","0.1199","394","3.547142880303519","1121","394","151","394","14","0","0","2.16014444","0"
"nenro01","643","0","0","0.0667","643","3.4236363714391533","793","643","44","643","10","0","3","2.02552308","0"
"loftoke01","2103","781","130","0.2990","0","0","0","2041","4856","2103","17","0","6","2.11035882","0"
"murraed02","3026","1917","504","0.2871","0","0","0","2422","21265","3026","21","0","8","3.31653077","1"
"baergca01","1630","774","134","0.2910","0","0","0","1366","2634","1630","14","0","3","1.67734615","0"
"clarkwi02","1976","1205","284","0.3034","0","0","0","1889","16695","1976","15","0","6","3.42860000","0"
"goodedw01","434","67","8","0.1957","430","4.225000010596381","2293","430","224","434","16","0","4","2.93195333","0"
"jonesdo01","846","0","0","0.1429","846","3.8111111521720886","909","846","60","846","16","0","5","1.09710625","0"
"mcgrajo01","1100","462","13","0.3336","0","0","0","1074","1408","1105","17","2763","0","1.00000000","1"
"nettlgr01","2700","1314","390","0.2476","0","0","0","2504","2098","2700","22","0","6","1.25567500","0"
"nomohi01","324","26","4","0.1340","323","5.714615418360784","1918","323","115","324","12","0","1","1.55870000","0"
"boggswa01","2440","1014","118","0.3279","2","3.375","2","2285","2115","2440","18","0","12","2.78982000","1"
"burnije01","1694","981","315","0.2534","0","0","0","1579","2913","1694","14","0","1","1.58303077","0"
"evansda01","2687","1354","414","0.2477","0","0","0","2404","7964","2687","21","0","2","1.62024000","0"
"hudsoor01","1345","542","93","0.2734","0","0","0","1308","2652","1345","11","0","2","0.98665000","0"
"porteda02","1782","826","188","0.2472","0","0","0","1511","6767","1782","17","0","4","0.97160000","0"
"appieke01","414","4","0","0.0964","414","4.940000043974982","1994","414","202","414","16","0","1","2.79680667","0"
"finlech01","524","1","0","0.0566","524","3.9283333486980863","2610","524","122","524","17","0","5","2.89050588","0"
"harrile01","1903","369","37","0.2689","1","5.15","1","1229","1603","1903","18","0","0","0.47214118","0"
"hurstbr01","380","8","0","0.1131","379","5.030000075697899","1689","379","98","380","15","0","1","2.22948889","0"
"mondera01","1525","860","271","0.2733","0","0","0","1502","2932","1525","13","0","1","2.67134615","0"
"niekrjo01","706","72","1","0.1562","702","4.044399976730347","1747","702","253","706","22","0","1","1.76510000","0"
"rhoderi01","427","75","9","0.2378","413","3.754999965429306","1419","413","173","427","16","0","2","1.59684000","0"
"burrepa01","1640","976","292","0.2531","0","0","0","1386","2478","1640","12","0","0","2.20411818","0"
"higgibo02","1362","709","187","0.2721","0","0","0","1274","2588","1362","11","0","0","2.14292727","0"
"hornebo01","1020","685","218","0.2772","0","0","0","1014","3641","1020","10","0","1","3.18686667","0"
"palmera01","2831","1835","569","0.2884","0","0","0","2351","18128","2831","20","0","4","3.17919474","0"
"cruzjo01","2353","1077","165","0.2843","0","0","0","2159","4413","2353","19","0","2","1.49772500","0"
"gullibi01","398","27","3","0.1406","398","3.78133331934611","1279","398","185","398","14","0","0","1.89042500","0"
"mcgresc01","357","0","0","0.0000","356","4.452307682770949","904","356","119","357","13","0","1","1.96192500","0"
"belleal01","1539","1239","381","0.2949","0","0","0","1311","2642","1539","12","0","5","4.08423333","0"
"dawsoan01","2627","1591","438","0.2794","0","0","0","2323","5158","2627","21","0","8","2.97475000","1"
"hennemi01","561","0","0","0.0000","561","3.3263636610724707","533","561","55","561","10","0","1","1.58100000","0"
"kellejo01","1853","1194","65","0.3169","0","0","0","1844","5562","1852","17","338","0","1.00000000","1"
"loducpa01","1082","481","80","0.2857","0","0","0","1068","6879","1082","11","0","4","1.21551111","0"
"cartejo01","2189","1445","396","0.2593","0","0","0","2040","5890","2189","16","0","5","3.61599286","0"
"jeffegr01","1465","663","126","0.2886","0","0","0","1372","4690","1465","14","0","2","2.45065000","0"
"rolensc01","2038","1287","316","0.2808","0","0","0","2023","1478","2038","17","0","7","2.51213529","0"
"flanami01","529","0","0","0.0000","526","4.068947377957795","1491","526","89","529","18","0","1","1.27046250","0"
"houghch01","858","13","1","0.1460","858","3.816538489781893","2362","858","235","858","25","0","1","1.34426667","0"
"jacksmi02","1005","1","0","0.1786","1005","3.3688235423144173","1006","1005","57","1005","17","0","0","1.03368889","0"
"galaran01","2257","1425","399","0.2882","0","0","0","2107","18244","2257","19","0","5","2.65352941","0"
"hernaro01","1010","0","0","0.5000","1010","3.855999994277954","945","1010","53","1010","17","0","2","1.48751053","0"
"russebi01","2181","627","46","0.2632","0","0","0","2113","3104","2181","18","175","3","1.01180000","0"
"rusieam01","487","176","8","0.2480","463","3.7170000076293945","1950","485","200","487","10","0","0","1.00000000","1"
"kileda01","364","40","2","0.1324","359","4.164166688919067","1668","359","136","364","12","0","3","2.04545833","0"
"kisonbr01","388","31","3","0.1634","380","3.728000020980835","1073","380","140","388","15","0","0","0.77680000","0"
"guidrro01","379","0","0","0.0000","368","3.5414285830089023","1778","370","107","380","14","0","4","2.00065000","0"
"riceji01","2089","1451","382","0.2981","0","0","0","1543","3103","2089","16","0","8","4.15698000","1"
"santibe01","1978","920","217","0.2633","0","0","0","1944","10955","1978","20","0","5","1.43007895","0"
"glaustr01","1537","950","320","0.2542","0","0","0","1475","1922","1537","13","0","4","2.16596923","0"
"jonesto02","982","0","0","0.2105","982","4.161578893661499","868","982","70","982","16","0","1","1.04073125","0"
"anderga01","2228","1365","287","0.2927","0","0","0","1913","4057","2228","17","0","3","1.77335294","0"
"guillca01","1305","660","124","0.2848","0","0","0","1248","1972","1305","14","0","3","1.74157692","0"
"mcgwima01","1874","1414","583","0.2628","0","0","0","1791","14464","1874","16","0","12","3.76226875","0"
"camermi01","1955","968","278","0.2486","0","0","0","1921","4954","1955","17","0","1","1.61264118","0"
"greenmi01","1269","726","130","0.3028","0","0","0","1165","2094","1269","12","0","2","2.38528000","0"
"hershor01","521","50","0","0.2012","510","4.057222207387288","2014","510","332","521","18","0","3","2.69332500","0"
"perezto01","2777","1652","379","0.2794","0","0","0","2539","15127","2777","23","74","7","0.56580000","1"
"bondsba01","2986","1996","762","0.2981","0","0","0","2874","5637","2986","22","0","14","4.85476818","0"
"burkeje01","2067","952","75","0.3382","23","6.356666723887126","84","2080","3966","2067","16","0","0","1.00000000","1"
"garneph01","1860","738","109","0.2598","0","0","0","1856","2746","1860","16","981","3","1.21625000","0"
"goltzda01","356","7","0","0.1064","353","3.9861538043388953","1105","353","152","356","12","0","0","1.04980000","0"
"coneda01","451","22","0","0.1553","450","3.7284210481141744","2668","450","220","451","17","0","5","3.53834375","0"
"gibsoki01","1635","870","255","0.2679","0","0","0","1239","2523","1635","17","353","0","2.21202727","0"
"gracema01","2245","1146","173","0.3032","1","9","0","2163","18503","2245","16","0","3","2.40530667","0"
"karroer01","1755","1027","284","0.2677","0","0","0","1698","14056","1755","14","0","0","2.30206154","0"
"parkeda01","2466","1493","339","0.2898","0","0","0","1887","3949","2466","19","0","7","2.25201429","0"
"alomasa02","1377","588","112","0.2728","0","0","0","1325","7667","1377","20","8","6","1.20653529","0"
"anderbr01","1834","761","210","0.2556","0","0","0","1691","3713","1834","15","0","3","2.20866429","0"
"beckro01","704","1","0","0.2105","704","3.545714284692492","644","704","39","704","13","0","3","1.91388000","0"
"gantro01","1832","1008","321","0.2560","0","0","0","1681","3203","1832","16","0","2","2.29806875","0"
"langsma01","459","5","0","0.1522","457","4.247058826334336","2464","457","127","459","16","0","4","2.65960000","0"
"phillto02","2161","819","160","0.2656","0","0","0","2291","3564","2161","18","0","0","1.59496000","0"
"seleaa01","404","1","0","0.1552","404","4.582000017166138","1407","404","119","404","15","0","2","1.78002857","0"
"matsuhi01","1236","760","175","0.2821","0","0","0","692","1326","1236","10","0","2","3.15617778","0"
"pendlte01","1893","946","140","0.2698","0","0","0","1786","1386","1893","15","0","1","1.55000000","0"
"snowjt01","1716","877","189","0.2675","0","0","0","1656","12855","1716","16","0","0","1.35759286","0"
"frymatr01","1698","1022","223","0.2740","0","0","0","1699","1393","1698","13","0","5","2.59457692","0"
"lynnfr01","1969","1111","306","0.2830","0","0","0","1825","4556","1969","17","0","9","2.67196667","0"
"sotoma01","303","24","1","0.1321","297","3.882499992847442","1449","297","95","303","12","0","3","2.60365000","0"
"francjo01","1119","1","0","0.0882","1119","3.133809526761373","975","1119","63","1119","21","0","4","1.93880000","0"
"hentgpa01","344","0","0","0.1071","344","4.575000013623919","1290","344","131","344","14","0","3","1.68943571","0"
"sosasa01","2354","1667","609","0.2732","0","0","0","2203","4522","2354","18","0","7","3.71810556","0"
"bellge02","1587","1002","265","0.2780","0","0","0","1236","2294","1587","12","0","3","2.95762222","0"
"aloumo01","1942","1287","332","0.3033","0","0","0","1864","3114","1942","17","0","6","2.42314444","0"
"drewjd01","1566","795","242","0.2778","0","0","0","1468","2845","1566","14","0","1","2.86791538","0"
"forscbo01","509","84","12","0.2128","498","4.031764759736903","1133","498","234","509","16","0","0","1.40442000","0"
"forscke01","521","17","0","0.1358","521","3.664374992251396","1047","521","134","521","16","0","2","0.78470000","0"
"johnsho01","1531","760","228","0.2488","0","0","0","1534","1276","1531","14","0","2","1.40759167","0"
"candito01","452","12","0","0.1171","451","4.232777767711216","1735","451","230","453","16","0","0","2.28137143","0"
"coninje01","2024","1071","214","0.2849","0","0","0","2002","8866","2024","17","0","2","1.15332667","0"
"eckstda01","1311","392","35","0.2805","0","0","0","1256","1905","1311","10","0","2","0.68517000","0"
"sheffga01","2576","1676","509","0.2917","0","0","0","2212","3275","2576","22","0","9","4.20993810","0"
"dunstsh01","1814","668","150","0.2694","0","0","0","1657","2722","1814","18","0","2","1.45067059","0"
"schilcu01","571","29","0","0.1514","569","3.967619033086868","3116","569","183","571","20","0","6","2.83217895","0"
"smithlo01","1613","533","98","0.2878","0","0","0","1356","2388","1613","17","0","1","1.60327778","0"
"jonesch06","2499","1623","468","0.3034","0","0","0","2405","1771","2499","19","0","8","3.21693500","1"
"seaveto01","677","86","12","0.1536","656","3.036818200891668","3640","656","328","677","20","0","12","2.55040000","1"
"raineti01","2502","980","170","0.2936","0","0","0","2176","4284","2502","23","0","7","2.65527059","1"
"saxst01","1769","550","54","0.2808","0","0","0","1719","3617","1769","14","0","5","2.05892727","0"
"sandbry01","2164","1061","282","0.2846","0","0","0","2135","3892","2164","16","119","10","2.72050909","1"
"benitar01","762","2","0","0.0000","762","3.36999997165468","946","762","31","762","15","0","2","1.50692143","0"
"cirilje01","1617","727","112","0.2961","1","5.15","1","1515","1371","1617","14","0","2","1.20127143","0"
"decindo01","1649","879","237","0.2591","0","0","0","1627","1483","1649","15","0","1","2.53383333","0"
"carewro01","2469","1015","92","0.3278","0","0","0","2321","13510","2469","19","0","18","1.83710000","1"
"brownke01","490","29","2","0.1293","486","3.5526315726731954","2397","486","388","490","19","0","6","4.18422353","0"
"fostege01","1977","1239","348","0.2741","0","0","0","1882","3809","1977","18","0","5","3.64506667","0"
"bagweje01","2150","1529","449","0.2968","0","0","0","2112","17546","2150","15","0","4","4.55359333","1"
"eisenji01","1422","477","52","0.2904","0","0","0","1136","2249","1422","15","0","0","0.90442500","0"
"nichoki01","650","278","16","0.2258","621","3.4706249982118607","1881","647","384","650","15","80","0","1.00000000","1"
"sexsori01","1367","943","306","0.2610","0","0","0","1308","9838","1367","12","0","2","2.25239091","0"
"baylodo01","2292","1276","338","0.2604","0","0","0","970","2716","2292","19","627","1","1.51462500","0"
"chambch01","2175","972","185","0.2786","0","0","0","1962","17771","2175","17","0","1","1.76210000","0"
"darliro01","402","21","2","0.1445","382","4.185999965667724","1590","382","177","402","13","0","1","2.26884545","0"
"dauerri01","1140","372","43","0.2570","0","0","0","1207","2115","1140","10","0","0","1.00780000","0"
"ceyro01","2073","1139","316","0.2608","0","0","0","1996","1555","2073","17","0","6","2.93856667","0"
"dykstle01","1278","404","81","0.2847","0","0","0","1221","3108","1278","12","0","3","2.79076923","0"
"gaettga01","2507","1341","360","0.2547","3","6","1","2453","2607","2507","20","0","2","1.71751053","0"
"hargrmi01","1666","686","80","0.2901","0","0","0","1545","11603","1666","12","1183","1","0.96230000","0"
"delgaca01","2035","1512","473","0.2798","0","0","0","1827","15236","2035","17","0","2","3.90124000","0"
"remyje01","1154","329","7","0.2752","0","0","0","1120","2293","1154","10","0","1","1.01480000","0"
"smithoz01","2573","793","28","0.2618","0","0","0","2511","4249","2573","19","0","15","3.53500000","1"
"henketo01","642","0","0","0.0000","642","2.7750000017029897","861","642","43","642","14","0","2","2.02387000","0"
"montgje01","700","0","0","0.0000","700","3.700769305229187","733","700","86","700","13","0","3","2.08640000","0"
"percitr01","703","0","0","0.0000","703","3.5028571827071056","781","703","29","703","14","0","4","1.51756429","0"
"justida01","1610","1017","305","0.2793","0","0","0","1210","2684","1610","14","0","3","3.50545000","0"
"rijojo01","377","29","2","0.1910","376","3.487857154437474","1606","376","144","377","14","0","1","2.81262500","0"
"darwida01","722","22","2","0.1279","716","4.157600002288818","1942","716","184","722","21","0","0","1.60882667","0"
"gonzaju03","1689","1404","434","0.2953","0","0","0","1311","2595","1689","17","0","3","3.64428667","0"
"greensh01","1951","1070","328","0.2828","0","0","0","1875","4373","1951","15","0","2","2.83657333","0"
"boddimi01","346","0","0","0.0000","342","4.099999984105428","1330","342","245","347","14","0","1","2.29182222","0"
"brownto05","324","32","2","0.1530","302","4.234166661898295","1000","302","78","324","12","0","1","1.75480000","0"
"finlest01","2583","1167","304","0.2712","1","5.15","0","2488","5664","2583","19","0","2","2.14506316","0"
"johnsch04","1188","570","167","0.2450","0","0","0","1160","7218","1188","12","0","2","1.69060000","0"
"leonaje01","1415","723","144","0.2660","0","0","0","1166","2191","1415","14","0","2","1.96891667","0"
"leiteal01","419","16","0","0.0849","419","5.358095248540242","1974","419","57","419","19","0","2","2.07037647","0"
"morriha02","1246","513","76","0.3042","0","0","0","1043","7459","1246","13","0","0","1.21415455","0"
"reussje01","631","58","1","0.1670","628","3.8904000091552735","1907","628","170","631","22","0","2","1.71832000","0"
"cartega01","2296","1225","324","0.2625","0","0","0","2272","12490","2296","19","0","11","3.14046250","1"
"fernato01","2158","844","94","0.2877","0","0","0","2076","3214","2158","17","0","5","1.54322500","0"
"harrato01","2155","918","195","0.2640","0","0","0","2157","2530","2155","17","33","4","1.52140000","0"
"kentje01","2298","1518","377","0.2896","0","0","0","2311","4816","2298","17","0","5","2.31960588","0"
"caminke01","1760","983","239","0.2719","0","0","0","1709","1491","1760","15","0","3","2.22653571","0"
"gonzalu01","2591","1439","354","0.2830","0","0","0","2450","4520","2591","19","0","5","1.69173333","0"
"burksel01","2000","1206","352","0.2913","0","0","0","1612","3435","2000","18","0","2","2.17111111","0"
"molitpa01","2683","1307","234","0.3063","0","0","0","1495","3506","2683","21","305","7","3.37884286","1"
"parrila01","1891","992","256","0.2634","0","0","0","1466","1700","1891","15","82","2","1.24453333","0"
"evansdw01","2606","1384","385","0.2719","0","0","0","2289","5450","2606","20","0","3","2.30108571","0"
"mulhote01","687","23","2","0.1115","685","4.75230768093696","1325","685","114","687","20","0","1","1.18912500","0"
"kingmda01","1941","1210","442","0.2359","2","9","4","1407","5835","1941","16","0","3","2.01660000","0"
"bedrost01","732","2","0","0.0980","732","3.478666663169861","921","732","64","732","14","0","1","1.63774000","0"
"downibr01","2344","1073","275","0.2673","0","0","0","1460","4881","2344","20","0","1","1.92977143","0"
"bicheda01","1704","1141","274","0.2987","0","0","0","1553","2829","1704","14","0","4","2.57845000","0"
"booneaa01","1152","555","126","0.2627","0","0","0","1108","1348","1152","12","328","1","0.56723636","0"
"guerrvl01","2147","1496","449","0.3176","0","0","0","1608","3169","2147","16","0","9","3.03679333","1"
"johnto01","761","54","5","0.1567","760","3.48892856495721","2245","760","237","761","26","0","4","0.81818000","0"
"krukjo01","1200","592","100","0.3002","0","0","0","1109","6022","1200","10","0","3","1.25513000","0"
"lowelmi01","1601","952","223","0.2785","0","0","0","1525","1468","1601","13","0","4","2.18199167","0"
"nixonot01","1709","318","11","0.2696","0","0","0","1528","3313","1709","17","0","0","1.58178333","0"
"puhlte01","1531","435","62","0.2803","0","0","0","1304","2585","1531","15","0","1","1.79673333","0"
"oliveal01","2368","1326","219","0.3031","0","0","0","2109","9040","2368","18","0","7","1.57460000","0"
"cedence01","2006","976","199","0.2855","0","0","0","1976","5984","2006","17","0","4","0.83020000","0"
"dempsri01","1766","471","96","0.2329","2","4.5","0","1662","7402","1766","24","0","0","0.75135000","0"
"glavito02","709","90","1","0.1859","682","3.706363623792475","2607","682","262","709","22","0","10","3.16713478","1"
"smoltjo01","735","61","5","0.1593","723","3.5099999850446526","3084","723","320","735","21","0","8","3.44049524","1"
"bluevi01","508","15","4","0.1035","502","3.51882351847256","2175","502","127","508","17","0","6","0.80185000","0"
"clarkja01","1994","1180","340","0.2667","0","0","0","1623","7127","1994","18","0","4","2.96205556","0"
"gordoto01","893","0","0","0.0000","890","4.722727287899364","1928","890","185","893","21","0","3","1.52861429","0"
"hootobu01","481","49","4","0.1230","480","3.675625026226044","1491","480","165","481","15","0","1","1.42015000","0"
"lopesda01","1812","614","155","0.2630","0","0","0","1725","3558","1812","16","144","4","1.15620000","0"
"lowebo01","1821","989","71","0.2732","1","9","0","1820","4226","1822","18","30","0","1.00000000","0"
"simmote01","2456","1389","248","0.2848","0","0","0","2035","10544","2456","21","1","8","1.67097500","0"
"abbotji01","263","3","0","0.0952","263","4.496363683180376","888","263","72","263","10","0","0","1.44397778","0"
"dyeje01","1763","1072","325","0.2742","0","0","0","1696","3273","1763","14","0","2","2.00041429","0"
"guerrpe01","1536","898","215","0.3001","0","0","0","1499","6007","1536","15","0","5","3.22486250","0"
"martide01","695","33","0","0.1423","692","4.02250000834465","2149","692","319","695","23","0","4","2.43593846","0"
"posadjo01","1829","1065","275","0.2731","0","0","0","1617","10207","1829","17","0","5","2.74775333","0"
"griffke02","2671","1836","630","0.2837","0","0","0","2384","5607","2671","22","0","13","3.87509091","1"
"huffau01","1681","904","242","0.2783","0","0","0","1245","5159","1681","13","0","0","1.86743000","0"
"knoblch01","1632","615","98","0.2889","0","0","0","1577","2852","1632","12","0","4","2.75165455","0"
"bailobo01","955","222","9","0.2639","3","7.710000038146973","0","981","1493","955","11","0","0","0.79590000","0"
"honeyri01","801","9","0","0.1319","797","5.21124999721845","1038","797","99","801","21","0","2","1.18638462","0"
"johnsra05","619","40","1","0.1248","618","3.4808333615461984","4875","619","90","619","22","0","10","4.16431429","1"
"righeda01","718","1","0","0.1818","718","4.464117569081924","1112","718","35","718","16","0","2","2.04627500","0"
"salmoti01","1672","1016","299","0.2821","0","0","0","1266","2695","1672","14","0","0","2.59337143","0"
"baineha01","2830","1628","384","0.2893","0","0","0","1061","2031","2830","22","1","6","1.60975882","0"
"hernawi01","747","3","0","0.2063","744","3.5921428629330228","788","744","58","747","13","0","3","2.27654000","0"
"blakeca01","1265","616","167","0.2636","0","0","0","1283","1706","1265","13","0","0","1.16761111","0"
"martipe02","477","18","0","0.0991","476","2.9983333547910056","3154","476","155","477","18","0","8","4.09536250","1"
"santajo01","360","9","1","0.1613","360","3.529999931653341","1988","360","98","360","12","0","4","3.40068333","0"
"gwynnto01","2440","1138","135","0.3382","0","0","0","2326","4512","2440","20","0","15","2.66727647","1"
"hernake01","2088","1071","162","0.2961","0","0","0","2021","17916","2088","17","0","5","3.40160000","0"
"ripkeca01","3001","1695","431","0.2756","0","0","0","2977","4112","3001","21","0","19","4.02956471","1"
"rogerke01","763","4","0","0.1364","762","4.2704762277149015","1968","762","258","763","20","0","4","2.30243500","0"
"brosisc01","1146","531","141","0.2574","0","0","0","1209","1219","1146","11","0","1","1.42183000","0"
"leonade01","313","0","0","0.0000","312","3.589999993642172","1323","312","135","313","12","0","0","1.97360000","0"
"sierrru01","2186","1322","306","0.2675","0","0","0","1622","2951","2186","20","0","4","2.58565625","0"
"cabreor01","1985","854","123","0.2718","0","0","0","1966","3023","1985","15","0","0","1.31426429","0"
"griffcl01","485","166","8","0.2326","453","3.4790000200271605","955","478","201","485","21","1491","0","1.00000000","1"
"mcraeha01","2084","1097","191","0.2897","0","0","0","516","887","2084","19","399","3","1.61890000","0"
"dennyjo01","326","29","0","0.1702","325","3.44500001839229","1146","325","179","326","13","0","0","2.46305000","0"
"davisge01","2372","1440","73","0.2946","3","15.75","4","2363","5232","2373","20","107","0","1.00000000","1"
"gilesbr02","1847","1078","287","0.2906","0","0","0","1766","3447","1847","15","0","2","2.05388667","0"
"hendeda01","1538","708","197","0.2581","0","0","0","1389","3334","1538","14","0","1","1.49748000","0"
"madlobi01","1806","860","163","0.3045","0","0","0","1684","1694","1806","15","0","3","2.00700000","0"
"mcgeewi01","2201","856","79","0.2947","0","0","0","1990","4295","2201","18","0","4","1.94458000","0"
"morame01","1556","754","171","0.2772","0","0","0","1525","1787","1556","13","0","2","1.13599167","0"
"fiskca01","2499","1330","376","0.2691","0","0","0","2298","11612","2499","24","0","11","1.91127500","1"
"hebneri01","1908","890","203","0.2757","0","0","0","1711","4308","1908","18","0","0","0.44530000","0"
"joynewa01","2033","1106","204","0.2890","0","0","0","1913","16081","2033","16","0","1","2.43675000","0"
"disarga01","1086","355","28","0.2580","0","0","0","1081","1648","1086","12","0","1","1.06870909","0"
"rayjo01","1353","594","53","0.2895","0","0","0","1317","2757","1353","10","0","1","1.74823333","0"
"bellbu01","2405","1106","201","0.2795","0","0","0","2373","2196","2405","18","514","5","1.85237500","0"
"saberbr01","403","1","0","0.1211","399","3.8123529378105614","1715","399","203","403","16","0","3","2.76961176","0"
"grudzma01","1802","640","90","0.2893","0","0","0","1792","2945","1802","15","0","1","1.01572667","0"
"jacksda02","356","28","0","0.1262","353","4.647647072287167","1225","353","105","356","15","0","2","2.08682308","0"
"matthga01","2033","978","234","0.2814","0","0","0","1876","3226","2033","16","0","1","1.64870000","0"
