"playerID","gamesBatted","totalRBI","totalHR","battingAverage","gamesPitched","pitchingERA","strikeOuts","gamesFielded","totalPutOut","totalGames","totalSeasons","managerWins","allstarAppearances","proportionalSal","class"
"sandere02","1777","983","305","0.2669","0","0","0","1677","3334","1777","17","0","1","1.53918750","0"
"bowala01","2247","525","15","0.2603","0","0","0","2227","3323","2247","16","418","5","1.10220000","0"
"rueteki01","349","40","0","0.1527","340","4.120000013283321","818","340","135","349","13","0","0","1.36236154","0"
"aurilri01","1652","756","186","0.2755","0","0","0","1605","3079","1652","15","0","1","0.86113333","0"
"blylebe01","699","25","0","0.1308","692","3.4541666507720947","3701","692","287","699","22","0","2","2.18762500","1"
"niekrph01","866","109","7","0.1692","864","4.09846156835556","3342","864","386","866","24","0","5","0.98945000","1"
"oglivbe01","1754","901","235","0.2731","0","0","0","1483","3399","1754","16","0","3","1.50670000","0"
"davisch01","2436","1372","350","0.2744","1","5.15","0","1186","2566","2436","19","0","3","2.60024000","0"
"mitchke01","1223","760","234","0.2837","0","0","0","1076","1676","1223","13","0","2","1.92501667","0"
"grissma02","2165","967","227","0.2720","0","0","0","2088","4880","2165","17","0","2","2.25495000","0"
"martied01","2055","1261","309","0.3115","0","0","0","592","566","2055","18","0","7","2.19633333","0"
"mesajo01","1023","0","0","0.0000","1022","4.628181831403212","1038","1022","112","1023","19","0","2","1.06232222","0"
"scottmi03","348","45","2","0.1240","347","4.499999963320219","1469","347","156","348","13","0","3","2.08017143","0"
"seguida01","1456","684","139","0.2913","0","0","0","1220","8618","1456","15","0","0","1.55041429","0"
"butlebr01","2213","578","54","0.2903","0","0","0","2159","5296","2213","17","0","1","2.24129231","0"
"edmonji01","2011","1199","393","0.2842","0","0","0","1924","4930","2011","17","0","4","2.16850000","0"
"nevinph01","1217","743","208","0.2701","0","0","0","1069","3708","1217","12","0","1","1.30498333","0"
"deshaji01","258","12","0","0.0885","257","5.667692239467915","951","257","45","258","12","0","0","0.93140000","0"
"erstada01","1654","699","124","0.2817","0","0","0","1514","6963","1654","14","0","2","1.51891538","0"
"hrbekke01","1747","1086","293","0.2825","0","0","0","1610","13725","1747","14","0","1","2.90156000","0"
"colemvi01","1371","346","28","0.2636","0","0","0","1311","2452","1371","13","0","2","1.47153077","0"
"jonesan01","2196","1289","434","0.2544","0","0","0","2051","4986","2196","17","0","5","2.37778235","0"
"krukomi01","371","54","5","0.1925","369","4.233571478298733","1478","369","146","371","14","0","1","1.66266000","0"
"lankfra01","1701","874","238","0.2716","0","0","0","1586","3530","1701","14","0","1","2.17434286","0"
"mcdowja01","277","0","0","0.0000","277","4.223333388566971","1311","277","139","277","12","0","3","2.67168000","0"
"bucknbi01","2517","1208","174","0.2889","0","0","0","2199","15126","2517","22","0","1","1.01851667","0"
"candejo01","603","48","1","0.1745","600","3.791739142459372","1673","600","58","603","19","0","1","1.33821111","0"
"caseyse01","1405","735","130","0.3022","0","0","0","1313","10875","1405","12","0","3","1.45030909","0"
"floydcl01","1621","865","233","0.2781","0","0","0","1368","2881","1621","17","0","1","1.31760588","0"
"grichbo01","2008","864","224","0.2660","0","0","0","2044","4882","2008","17","0","6","1.33415000","0"
"isrinja01","724","16","2","0.2019","724","3.6558823305017807","830","724","62","724","16","0","2","1.34799375","0"
"kneppbo01","449","59","6","0.1369","445","3.8199999779462814","1473","445","103","449","15","0","2","1.76462000","0"
"muellbi02","1216","493","85","0.2910","0","0","0","1182","817","1216","11","0","0","0.82521000","0"
"schmija01","324","21","7","0.1055","323","4.482500031590462","1758","323","91","324","14","0","3","2.24976667","0"
"fernaal01","266","14","3","0.1746","263","3.792000031471253","1252","263","125","266","10","0","0","2.94109091","0"
"schmimi01","2404","1595","548","0.2675","0","0","0","2399","2836","2404","18","0","12","4.86330000","1"
"reuscri01","579","79","4","0.1677","557","3.494285742441813","2015","557","328","579","19","0","3","1.56960000","0"
"sandesc02","236","8","0","0.1938","235","6.190000110202366","632","235","49","236","7","0","0","0.52127143","0"
"eckerde01","1073","12","3","0.1326","1071","3.47040002822876","2401","1071","208","1073","24","0","6","2.15065333","1"
"stoveha01","1489","912","122","0.2885","4","13.5","7","1501","7527","1489","14","63","0","1.00000000","0"
"tennefr01","6","0","0","0.0870","6","3.396666646003723","36","6","2","6","1","0","0","1.00000000","0"
"thompsa01","1410","1308","126","0.3314","0","0","0","1410","2174","1410","15","0","0","1.00000000","1"
"vanhage01","1990","1015","69","0.3163","93","4.866666714350383","281","2015","3761","1990","17","1","0","1.00000000","0"
"wardjo01","1827","869","26","0.2752","293","2.312857185091292","920","1872","3325","1827","17","412","0","1.00000000","1"
"welchmi01","607","202","12","0.2235","565","3.733076902536245","1850","624","265","607","13","0","0","1.00000000","1"
"whitede01","1560","988","24","0.3120","2","4.5","3","1622","4651","1560","20","9","0","1.00000000","1"
"whitewi01","403","111","1","0.1834","403","2.8549999952316285","1041","408","118","403","10","44","0","1.00000000","0"
"willine01","1201","667","64","0.2546","12","6.285714285714286","7","1225","1589","1201","13","0","0","1.00000000","0"
"wrighge01","591","326","11","0.3014","3","3.375","1","595","901","591","12","59","0","1.00000000","1"
"wrighha01","180","113","4","0.2755","36","3.662499964237213","6","216","234","180","7","1225","0","1.00000000","1"
"zimmech01","1280","625","26","0.2695","0","0","0","1273","5121","1280","19","49","0","1.00000000","0"
"streega01","504","105","2","0.2079","0","0","0","493","2391","505","8","365","0","1.00000000","0"
"suhrgu01","1435","818","84","0.2794","0","0","0","1408","13104","1435","11","0","1","1.00000000","0"
"willibe02","2076","1257","287","0.2969","0","0","0","1924","4710","2076","16","0","5","3.32278125","0"
"turneji01","238","22","1","0.2180","231","3.884000062942505","329","231","55","238","9","0","1","1.00000000","0"
"tidrodi01","620","7","0","0.0947","620","4.415333302815755","975","620","97","620","13","0","0","1.00000000","0"
"youngcy01","918","290","18","0.2105","906","2.713043477224267","2803","911","251","916","22","3","0","1.00000000","1"
"stahlla01","730","163","36","0.2324","0","0","0","484","992","730","10","0","0","1.00000000","0"
"thompro01","1304","458","119","0.2574","0","0","0","1280","2611","1304","11","14","2","1.72756667","0"
"wilheho01","1070","21","1","0.0880","1070","3.253076915557568","1610","1070","114","1070","21","0","7","1.00000000","1"
"westsa01","1753","838","75","0.2990","0","0","0","1602","4528","1753","16","0","4","1.00000000","0"
"thornan01","1565","895","253","0.2536","0","0","0","743","6239","1565","14","0","2","2.47602500","0"
"tayloto02","2195","598","75","0.2613","0","0","0","2031","4241","2195","19","0","2","1.00000000","0"
"wallati01","2212","1125","260","0.2574","2","4.5","0","2192","2543","2212","17","0","5","1.81505833","0"
"traynpi01","1941","1273","58","0.3196","0","0","0","1914","2390","1941","17","457","2","1.00000000","1"
"stephri01","1310","773","63","0.3361","0","0","0","1160","2289","1309","14","0","0","1.00000000","0"
"tennefr02","1994","688","22","0.2937","1","4.5","0","1986","18278","1994","17","202","0","1.00000000","0"
"troutdi01","535","110","20","0.2133","521","8.399999991059303","1256","521","193","535","15","0","2","1.00000000","0"
"summech01","698","218","54","0.2553","0","0","0","297","508","698","11","0","0","1.00000000","0"
"wallabo01","2383","1121","34","0.2679","57","3.1550000309944157","120","2368","4918","2381","25","62","0","1.00000000","1"
"walketo04","1288","545","107","0.2890","0","0","0","1152","2239","1288","12","0","0","0.50490000","0"
"walkela01","1988","1311","383","0.3127","0","0","0","1887","3976","1988","17","0","5","4.17428667","0"
"weisswa01","1495","386","25","0.2576","0","0","0","1462","2056","1495","14","281","1","1.24101538","0"
"woodke02","449","32","7","0.1705","446","3.998666711648305","1582","446","73","449","14","0","2","1.75345333","0"
"youngpe01","730","347","32","0.2616","0","0","0","670","1503","731","10","0","0","1.00000000","0"
"tenacge01","1555","674","201","0.2415","0","0","0","1551","8731","1555","15","19","1","1.00000000","0"
"trillma01","1780","571","61","0.2625","0","0","0","1729","3977","1780","17","0","4","1.06587500","0"
"unserde01","1799","481","87","0.2577","0","0","0","1575","3643","1799","15","0","0","1.00000000","0"
"whitebu01","924","245","17","0.2663","0","0","0","887","2018","924","9","0","2","1.00000000","0"
"worreto01","617","0","0","0.0741","617","3.308181849392977","628","621","30","617","11","0","3","1.87365000","0"
"zeileto01","2158","1110","253","0.2646","2","22.5","1","2099","5257","2158","16","0","0","1.69375625","0"
"veachbo01","1821","1166","64","0.3099","1","4.5","0","1741","3754","1823","14","0","0","1.00000000","0"
"williwo02","443","43","4","0.1944","424","4.063124969601631","1480","424","159","443","15","0","1","1.49167333","0"
"vizquom01","2968","951","80","0.2718","0","0","0","2940","4268","2968","24","0","3","1.40857500","0"
"woodjo02","696","325","23","0.2833","225","3.8663636445999146","989","667","911","702","14","0","0","1.00000000","0"
"stonest01","340","7","0","0.1005","320","4.0018181584098125","1065","320","125","340","11","0","1","1.00000000","0"
"wittmi01","341","0","0","0.0000","341","4.300769219031701","1373","341","147","341","12","0","2","2.48611111","0"
"tolanbo01","1282","497","86","0.2645","0","0","0","1135","2915","1282","13","0","0","1.00000000","0"
"steinte01","1546","745","162","0.2706","0","0","0","1480","7849","1546","14","2","3","1.91773077","0"
"stanlmi01","1516","500","117","0.2475","0","0","0","1480","3688","1517","15","0","0","1.00000000","0"
"bunniji01","601","75","7","0.1671","591","3.5655555725097656","2855","591","206","601","17","0","8","1.00000000","1"
"crigelo01","1012","342","11","0.2214","0","0","0","996","4456","1014","16","0","0","1.00000000","0"
"kuheljo01","2104","1049","131","0.2771","0","0","0","2057","19386","2104","18","106","0","1.00000000","0"
"millebo04","707","8","0","0.1104","694","3.4773912896280703","895","694","106","707","17","0","0","1.00000000","0"
"stearjo01","810","312","46","0.2596","0","0","0","783","4059","810","11","0","4","1.00000000","0"
"vanceda01","442","75","7","0.1504","442","4.659444464577569","2045","442","126","442","16","0","0","1.00000000","1"
"walberu01","547","84","4","0.1790","544","4.61437501013279","1085","544","113","547","15","0","0","1.00000000","0"
"whitede03","1941","846","208","0.2633","0","0","0","1867","4739","1941","17","0","3","1.93902500","0"
"chandsp01","211","45","9","0.2007","211","3.202727285298434","614","211","106","211","11","0","4","1.00000000","0"
"coopemo01","297","68","6","0.1942","295","3.2941666642824807","913","295","50","297","11","0","4","1.00000000","0"
"grimebu01","632","168","2","0.2476","616","3.9530434815779976","1512","616","225","632","19","131","0","1.00000000","1"
"jenkife01","665","85","13","0.1652","664","3.3890000343322755","3192","664","363","665","19","0","3","1.00000000","1"
"hornsro01","2259","1584","301","0.3585","0","0","0","2164","4495","2259","23","701","0","1.00000000","1"
"paskedo01","1716","577","42","0.2681","0","0","0","1660","3851","1717","15","0","0","1.00000000","0"
"tekulke01","1050","2","0","0.0826","1050","3.842941207044265","779","1051","93","1050","16","0","1","1.96990000","0"
"thomafr04","2322","1704","521","0.3010","0","0","0","971","7910","2322","19","0","5","3.35708889","1"
"giustda01","686","46","4","0.1869","668","3.6362499818205833","1103","668","134","686","15","0","1","1.00000000","0"
"heilmha01","2148","1539","183","0.3416","0","0","0","2059","7199","2146","17","0","0","1.00000000","1"
"lockmwh01","1666","563","114","0.2791","0","0","0","1550","8417","1666","15","157","1","1.00000000","0"
"marbefi01","551","65","1","0.1916","551","3.43066668510437","822","551","92","551","14","0","0","1.00000000","0"
"tobinji01","396","102","17","0.2299","287","3.4949999809265138","498","288","103","396","9","0","1","1.00000000","0"
"varitja01","1546","757","193","0.2563","0","0","0","1488","10166","1546","15","0","3","1.71470714","0"
"pennohe01","620","103","4","0.1911","617","4.056086996327275","1227","617","101","621","22","0","0","1.00000000","1"
"rizzuph01","1661","563","38","0.2730","0","0","0","1649","3220","1661","13","0","5","1.00000000","1"
"santoro01","2243","1331","342","0.2768","0","0","0","2201","2100","2243","15","0","9","1.00000000","1"
"brocklo01","2616","900","149","0.2926","0","0","0","2507","4394","2616","19","0","6","1.00000000","1"
"cuellmi01","456","33","7","0.1150","453","5.145999972025553","1632","453","108","456","15","0","4","1.00000000","0"
"harribu01","1263","506","9","0.2739","0","0","0","1257","3415","1262","12","2158","0","1.00000000","1"
"kellge01","1795","870","78","0.3065","0","0","0","1788","2390","1795","15","0","10","1.00000000","1"
"kessido01","2078","527","14","0.2524","0","0","0","2062","3292","2078","16","46","6","1.00000000","0"
"kindeel01","484","33","1","0.1419","484","2.988461503615746","749","484","52","484","12","0","0","1.00000000","0"
"sewellu01","1630","696","20","0.2588","0","0","0","1580","5522","1631","20","606","1","1.00000000","0"
"siebeso01","405","57","12","0.1727","399","3.63933334350586","1512","399","159","405","12","0","2","1.00000000","0"
"sislege01","2055","1175","102","0.3401","24","1.189999989100865","63","2036","18914","2054","15","218","0","1.00000000","1"
"allenjo02","365","64","4","0.1732","352","3.765333350499471","1070","352","104","365","13","0","1","1.00000000","0"
"bushdo01","1946","436","9","0.2502","0","0","0","1936","4119","1948","16","497","0","1.00000000","0"
"donlimi01","1049","543","51","0.3326","4","3.815000057220459","6","970","2416","1051","12","0","0","1.00000000","0"
"kammwi01","1693","826","29","0.2808","0","0","0","1674","2151","1693","13","0","0","1.00000000","0"
"lajoina01","2480","1599","82","0.3382","0","0","0","2441","8520","2480","21","377","0","1.00000000","1"
"mccovwi01","2588","1555","521","0.2697","0","0","0","2320","17567","2588","22","0","6","1.00000000","1"
"medwijo01","1984","1383","205","0.3236","0","0","0","1871","4152","1984","17","0","10","1.00000000","1"
"reichri01","997","445","116","0.2613","0","0","0","895","1621","997","11","0","0","1.00000000","0"
"vuckope01","286","13","0","0.1587","286","4.643636400049383","882","286","87","286","11","0","0","1.13370000","0"
"briggjo02","1366","507","139","0.2529","0","0","0","1213","3389","1366","12","0","0","1.00000000","0"
"maysca01","502","110","5","0.2682","490","3.1425000056624413","862","490","174","502","15","0","0","1.00000000","0"
"milleno01","540","159","24","0.2383","0","0","0","382","570","540","10","0","0","1.00000000","0"
"bancrda01","1913","591","32","0.2790","0","0","0","1892","4673","1913","16","249","0","1.00000000","1"
"blassst01","295","37","1","0.1722","282","4.575","896","283","137","295","10","0","1","1.00000000","0"
"bolinbo01","496","35","6","0.1631","495","3.220714296613421","1175","495","87","496","13","0","0","1.00000000","0"
"knabeot01","1278","365","8","0.2468","0","0","0","1252","2755","1281","11","131","0","1.00000000","0"
"marisro01","1463","851","275","0.2598","0","0","0","1383","2649","1463","12","0","9","1.00000000","0"
"perryji01","635","59","5","0.1991","630","3.672631577441567","1576","631","191","635","17","0","3","1.00000000","0"
"stantmi01","277","0","0","0.2500","277","5.331250041723251","304","277","28","277","7","0","0","1.00000000","0"
"turnete01","1659","528","8","0.2532","0","0","0","1631","2589","1659","17","0","0","1.00000000","0"
"beaumgi01","1463","617","39","0.3108","0","0","0","1409","2860","1465","12","0","0","1.00000000","0"
"bridgto01","424","72","0","0.1805","424","3.7206249833107","1674","424","144","424","16","0","6","1.00000000","0"
"chapmra01","1051","364","17","0.2782","0","0","0","1044","2358","1051","9","0","0","1.00000000","0"
"herzobu01","1493","445","20","0.2593","0","0","0","1471","2804","1495","13","165","0","1.00000000","0"
"stargwi01","2360","1540","475","0.2816","0","0","0","2144","9278","2360","21","0","7","1.00000000","1"
"winnra01","1717","662","110","0.2844","0","0","0","1606","3687","1717","13","0","1","1.21987500","0"
"burgesm01","1691","673","126","0.2948","0","0","0","1139","5214","1692","18","0","9","1.00000000","0"
"chapmbe01","1717","977","90","0.3023","25","4.1600000858306885","65","1673","3742","1717","15","196","4","1.00000000","0"
"deandi01","325","76","8","0.2245","317","3.9366666674613953","1163","317","76","325","12","0","4","1.00000000","1"
"paigesa01","179","4","0","0.0968","179","2.818333307902018","288","179","17","179","6","0","2","1.00000000","1"
"rickebr01","120","39","3","0.2391","0","0","0","99","395","120","4","597","0","1.00000000","1"
"stiebda01","454","0","0","0.0000","443","3.752499982714653","1669","444","272","454","16","0","7","2.24974000","0"
"truckvi01","517","70","2","0.1802","517","3.609999982934249","1534","517","156","517","17","0","2","1.00000000","0"
"whitero02","1474","768","198","0.2836","0","0","0","1246","2567","1474","15","0","1","1.09903333","0"
"dunnja01","490","164","1","0.2448","142","6.146666606267293","171","477","574","491","8","0","0","1.00000000","0"
"fairlro01","2442","1044","215","0.2663","0","0","0","2255","10769","2442","21","0","2","1.00000000","0"
"hutchfr01","354","83","4","0.2631","242","3.810000014305115","591","243","112","354","11","830","1","1.00000000","0"
"killeha01","2435","1584","573","0.2560","0","0","0","2241","8849","2435","22","0","13","1.00000000","1"
"shantbo01","578","46","1","0.1953","537","3.5063157959988245","1072","538","175","578","16","0","3","1.00000000","0"
"doylela01","1766","793","74","0.2899","0","0","0","1728","3635","1767","14","0","0","1.00000000","0"
"gosgeji01","705","177","30","0.2264","0","0","0","580","1162","706","10","0","0","1.00000000","0"
"mayle01","2071","1244","354","0.2669","0","0","0","1595","13029","2071","18","0","3","1.00000000","0"
"mondari01","1986","775","241","0.2639","0","0","0","1742","3978","1986","19","0","2","1.00000000","0"
"rowesc01","491","153","18","0.2629","382","3.94062502682209","913","382","97","492","15","0","3","1.00000000","0"
"sanguma01","1448","585","65","0.2963","0","0","0","1241","6646","1448","13","0","3","1.00000000","0"
"steinha01","1647","762","27","0.2675","0","0","0","1643","2429","1648","14","0","0","1.00000000","0"
"stephjo03","12","0","0","0.0000","12","6.090000152587891","56","12","2","12","1","0","0","1.00000000","0"
"sukefcl01","486","96","2","0.2635","0","0","0","399","1041","488","10","2","0","1.00000000","0"
"houttar01","330","37","2","0.1930","325","5.850714223725455","639","325","105","330","12","0","1","1.00000000","0"
"earnsge01","319","70","3","0.2301","319","5.028181812979958","1002","319","71","319","9","0","0","1.00000000","0"
"hoopeha01","2309","817","75","0.2807","1","5.15","0","2285","3981","2311","17","0","0","1.00000000","1"
"lyonste01","705","149","5","0.2329","594","3.7552380788893926","1073","595","219","704","21","185","1","1.00000000","1"
"schulfr01","1806","792","92","0.2703","0","0","0","1737","2689","1807","15","0","0","1.00000000","0"
"sparktu01","314","41","0","0.1149","314","3.723846178788405","780","314","107","314","12","0","0","1.00000000","0"
"theveto01","1229","456","2","0.2474","0","0","0","1208","2308","1229","15","0","0","1.00000000","0"
"torrejo01","2209","1185","252","0.2974","0","0","0","2207","11618","2209","18","2322","9","1.00000000","1"
"whitalo01","2390","1084","244","0.2764","0","0","0","2308","4771","2390","19","0","5","2.37201818","0"
"carribi02","709","235","6","0.2569","0","0","0","666","3093","712","10","489","0","1.00000000","0"
"gamblos01","1584","666","200","0.2654","0","0","0","819","1412","1584","17","0","0","1.00000000","0"
"kuzavbo01","214","10","1","0.0859","213","4.589333295822144","446","213","33","214","10","0","0","1.00000000","0"
"lazzeto01","1740","1191","178","0.2922","0","0","0","1712","3688","1740","14","0","1","1.00000000","1"
"munsoth01","1423","701","113","0.2915","0","0","0","1311","6342","1423","11","0","7","1.00000000","0"
"odoulle01","970","542","113","0.3493","34","4.329999923706055","19","838","1594","970","11","0","1","1.00000000","0"
"schoere01","2216","773","84","0.2888","0","0","0","2045","5045","2216","19","1041","10","1.00000000","1"
"stairma01","1895","899","265","0.2625","0","0","0","1071","3159","1895","19","0","0","0.48103889","0"
"thomago01","1435","782","268","0.2247","0","0","0","1167","2954","1436","13","0","1","1.01026667","0"
"fitzsfr01","513","103","14","0.2000","513","4.156499993801117","870","513","237","513","19","104","0","1.00000000","0"
"matlajo01","362","23","0","0.1293","361","3.463076921609732","1516","361","68","362","13","0","3","1.00000000","0"
"raschvi01","269","50","1","0.1842","269","5.465454556725242","944","269","84","269","10","0","4","1.00000000","0"
"southbi01","1192","561","52","0.2973","0","0","0","1117","2445","1192","13","1044","0","1.00000000","1"
"frasech01","459","96","3","0.1782","434","3.452000013987224","1098","453","374","459","14","0","0","1.00000000","0"
"paganjo01","1326","372","52","0.2499","0","0","0","1136","1470","1326","15","0","0","1.00000000","0"
"seweljo01","1903","1055","49","0.3121","0","0","0","1875","3273","1903","14","0","0","1.00000000","1"
"suttebr01","661","6","0","0.0882","661","3.080000052849452","861","661","90","661","12","0","6","3.59570000","1"
"boyercl02","1725","654","162","0.2415","0","0","0","1689","1902","1725","16","0","0","1.00000000","0"
"doakbi01","453","30","1","0.1271","453","3.660588222391465","1014","453","103","453","16","0","0","1.00000000","0"
"edwarha01","735","276","51","0.2798","0","0","0","560","1039","735","11","0","0","1.00000000","0"
"hardeme01","584","93","4","0.1654","582","4.062500011920929","1160","582","209","584","20","3","4","1.00000000","0"
"hundlra01","1061","381","82","0.2362","0","0","0","1026","5765","1061","14","0","1","1.00000000","0"
"jacksso01","936","162","7","0.2511","0","0","0","849","1392","936","12","0","0","1.00000000","0"
"langebi01","813","579","39","0.3298","0","0","0","817","2117","813","7","0","0","1.00000000","0"
"wanerll01","1993","598","27","0.3164","0","0","0","1821","4864","1993","18","0","1","1.00000000","1"
"wilsowi02","2154","585","41","0.2855","0","0","0","2031","5060","2154","19","0","2","2.01236000","0"
"breweji01","586","9","0","0.1500","584","3.542777783340878","810","584","30","586","17","0","1","1.00000000","0"
"conlajo01","128","31","0","0.2630","0","0","0","91","193","128","2","0","0","1.00000000","1"
"dobsopa01","414","12","0","0.1230","414","3.700833340485891","1301","414","142","414","11","0","1","1.00000000","0"
"mazerbi01","2163","853","138","0.2600","0","0","0","2104","4976","2163","17","0","12","1.00000000","1"
"menkede01","1598","606","101","0.2504","0","0","0","1661","3108","1598","13","0","2","1.00000000","0"
"rommeed01","507","59","1","0.1985","500","3.622307722385113","599","505","165","508","13","0","0","1.00000000","0"
"shockur01","412","70","1","0.2093","412","2.803076909138606","983","412","155","412","13","0","0","1.00000000","0"
"kaatji01","1004","106","16","0.1855","898","4.100714274815151","2461","898","262","1004","25","0","3","1.00000000","0"
"koscoan01","658","267","73","0.2364","0","0","0","542","1220","658","10","0","0","1.00000000","0"
"mccarti01","1909","645","97","0.2715","0","0","0","1511","8893","1909","21","0","2","1.00000000","0"
"robinfr02","2808","1812","586","0.2941","0","0","0","2450","6346","2808","21","1065","14","1.00000000","1"
"severha01","1390","539","17","0.2887","0","0","0","1242","4714","1392","15","0","0","1.00000000","0"
"wittbo01","438","5","1","0.1406","430","5.028947403556423","1955","430","148","438","16","0","0","1.36069333","0"
"bradlbi01","1461","552","34","0.2709","1","5.15","0","1447","1985","1461","14","97","0","1.00000000","0"
"rogerst01","406","39","0","0.1385","399","3.3153845897087684","1621","399","237","406","13","0","5","1.00000000","0"
"stewaji01","777","112","8","0.2366","0","0","0","504","628","777","10","0","0","1.00000000","0"
"wagnebi02","854","1","0","0.1000","853","2.192941174787633","1196","853","33","854","16","0","6","2.17917500","0"
"holtzke01","456","34","2","0.1631","451","3.6847059025483975","1601","451","117","456","15","0","2","1.00000000","0"
"krausle02","334","24","6","0.1328","321","4.194166700045268","721","321","84","334","12","0","0","1.00000000","0"
"milancl01","1982","617","17","0.2854","0","0","0","1903","4095","1983","16","69","0","1.00000000","0"
"mostijo01","972","376","23","0.3005","0","0","0","923","2588","972","10","0","0","1.00000000","0"
"powelbo01","2042","1187","339","0.2658","0","0","0","1910","12796","2042","17","0","4","1.00000000","0"
"quinnja01","771","113","8","0.1838","756","3.377083341280619","1329","759","144","771","23","0","0","1.00000000","0"
"ramospe01","696","56","15","0.1550","582","4.541176445343915","1305","582","146","696","15","0","1","1.00000000","0"
"robinja02","1382","734","137","0.3113","0","0","0","1364","4007","1382","10","0","6","1.00000000","1"
"schreos01","895","338","9","0.2712","0","0","0","855","5270","898","11","0","0","1.00000000","0"
"strawda01","1583","1000","335","0.2586","0","0","0","1384","2515","1583","17","0","8","2.42032500","0"
"alouje01","1380","377","32","0.2799","0","0","0","1051","1693","1380","15","0","0","1.00000000","0"
"elberki01","1292","535","10","0.2708","0","0","0","1265","2681","1291","14","27","0","1.00000000","0"
"gustifr01","1261","480","38","0.2649","0","0","0","1239","2243","1261","12","0","3","1.00000000","0"
"mccarjo99","0","0","0","0.0000","0","0","0","0","0","0","0","2125","0","1.00000000","1"
"palmeji01","576","41","3","0.1738","558","3.322105282231381","2212","558","292","576","19","0","6","1.00000000","1"
"pappami01","527","67","20","0.1230","520","3.468947360390111","1728","521","245","527","17","0","3","1.00000000","0"
"rootch01","632","93","11","0.1805","632","3.78529411203721","1459","632","95","632","17","0","0","1.00000000","0"
"sullibi03","1147","378","21","0.2131","0","0","0","1133","4810","1148","16","78","0","1.00000000","0"
"whiteha01","337","7","0","0.1451","336","5.076153755187988","349","336","68","337","12","0","0","1.00000000","0"
"chaseha01","1919","941","57","0.2910","1","5.15","0","1902","18346","1919","15","86","0","1.00000000","0"
"grohhe01","1676","566","26","0.2921","0","0","0","1644","2172","1676","16","7","0","1.00000000","0"
"torboje01","574","101","8","0.2135","0","0","0","559","2998","574","10","634","0","1.00000000","0"
"willike01","1397","913","196","0.3192","0","0","0","1301","2956","1398","14","0","0","1.00000000","0"
"akerja01","496","4","0","0.0761","495","3.854285682950701","404","495","65","496","11","0","0","1.00000000","0"
"ferrewe01","548","208","38","0.2798","374","5.955294146257288","985","387","153","548","15","0","2","1.00000000","0"
"geronce01","1522","392","51","0.2585","0","0","0","1376","2901","1522","15","0","0","1.00000000","0"
"helmsto01","1435","477","34","0.2686","0","0","0","1346","2909","1435","14","28","2","1.00000000","0"
"howear01","891","293","43","0.2597","0","0","0","840","1763","891","11","1129","0","1.00000000","0"
"keltnke01","1526","852","163","0.2763","0","0","0","1501","1577","1526","13","0","7","1.00000000","0"
"kinerra01","1472","1015","369","0.2788","0","0","0","1440","3431","1472","10","0","6","1.00000000","1"
"mungova01","410","74","0","0.2211","364","3.566428576196943","1242","366","100","410","14","0","5","1.00000000","0"
"sauerha01","1399","876","288","0.2665","0","0","0","1266","2711","1399","15","0","2","1.00000000","0"
"schumha02","450","102","15","0.2020","391","3.963076939949623","906","393","154","451","13","0","2","1.00000000","0"
"grantge01","1444","712","105","0.3023","0","0","0","1383","6611","1445","13","0","0","1.00000000","0"
"martimo01","250","7","0","0.1697","250","5.960000019807082","245","250","18","250","10","0","0","1.00000000","0"
"nehfar01","464","76","8","0.2098","451","3.641666683885786","844","455","144","464","15","0","0","1.00000000","0"
"piercbi02","616","69","0","0.1842","585","3.334999998410543","1999","586","124","616","18","0","7","1.00000000","0"
"boccajo01","551","148","26","0.2189","0","0","0","511","2477","551","12","0","0","1.00000000","0"
"cavarph01","2030","920","95","0.2927","0","0","0","1792","12435","2030","22","169","4","1.00000000","0"
"kellyge01","1622","1020","148","0.2967","1","5.15","2","1588","14690","1623","16","0","0","1.00000000","1"
"tovarce01","1488","435","46","0.2776","1","5.15","1","1467","2686","1488","12","0","0","1.00000000","0"
"frymawo01","625","25","2","0.1379","625","4.557000023126602","1587","625","97","625","18","0","2","1.00000000","0"
"luquedo01","559","90","5","0.2272","550","3.259500032663345","1130","552","188","559","20","0","0","1.00000000","0"
"moorete01","1298","513","80","0.2804","1","5.15","1","1197","3126","1298","11","35","4","1.00000000","0"
"ottme01","2730","1860","511","0.3041","0","0","0","2575","4734","2730","22","464","12","1.00000000","1"
"rayji01","309","6","0","0.1368","308","4.464999943971634","407","308","26","309","9","0","0","1.00000000","0"
"willicy01","2002","1005","251","0.2922","0","0","0","1818","4180","2003","19","0","0","1.00000000","0"
"chapmsa01","1368","773","180","0.2664","0","0","0","1329","3727","1368","11","0","1","1.00000000","0"
"haasmu01","1168","496","43","0.2921","0","0","0","1067","2862","1168","12","0","0","1.00000000","0"
"murphda02","1496","702","44","0.2895","0","0","0","1453","2521","1496","16","0","0","1.00000000","0"
"scottev01","1654","551","20","0.2493","0","0","0","1647","3353","1655","13","0","0","1.00000000","0"
"tiantlu01","573","44","5","0.1637","573","3.52736843259711","2416","573","221","573","19","0","3","1.00000000","0"
"willidi02","1023","331","70","0.2595","0","0","0","921","2188","1023","13","1571","0","1.00000000","1"
"archeji01","847","296","16","0.2494","0","0","0","804","3861","850","12","0","0","1.00000000","0"
