playerID,gamesBatted,totalRBI,totalHR,gamesPitched,pitchingERA,opponentBattingAvg,gamesFielded,totalPutOut,totalGames,totalSeasons,managerWins,totalAwards,allstarAppearances,porportionalsal,class
bakerje03,748,235,54,0,0,0,551,1471,748,11,0,0,0,0.27225556,0
barrema02,941,314,18,0,0,0,911,1827,941,10,0,1,0,1.31848333,0
bellja01,2063,860,195,0,0,0,2006,3202,2063,18,0,3,2,2.50368750,1
biggicr01,2850,1175,291,0,0,0,2780,7156,2850,20,0,17,7,2.61113684,1
blankma01,18,1,0,18,10.3,0.2465,18,2,18,2,0,0,0,0.10040000,0
blumaja01,17,0,0,17,3.6,0.247,17,1,17,1,0,0,0,0.12070000,0
broweji01,356,4,0,354,78.22,0.30616666666666675,354,45,356,9,0,0,0,0.26470000,0
crawfst01,277,0,0,277,39.92999999999999,0.2952,277,54,277,10,0,0,0,0.53895000,0
daveyto01,114,0,0,114,20.19,0.2638,114,7,114,4,0,0,0,0.11616667,0
aldremi01,930,271,41,1,0,0.333,696,2388,930,10,0,0,0,0.35235000,0
blaziro01,63,0,0,63,10.9,0.3,63,6,63,2,0,0,0,0.13180000,0
bragggl01,692,321,70,0,0,0,610,1250,692,7,0,0,0,0.57162857,0
carlsda01,23,0,0,23,26.97,0.313,23,3,23,4,0,0,0,0.12985000,0
cochrda01,218,43,8,0,0,0,213,308,218,5,0,0,0,0.15820000,0
davisja02,145,1,1,144,36.82000000000001,0.28225,144,38,145,7,0,0,0,0.15142500,0
davisma01,625,9,1,624,84.21999999999998,0.2557222222222223,624,29,625,15,0,5,2,1.84203333,1
diazal01,366,75,8,0,0,0,284,484,366,8,0,0,0,0.19288333,0
bakerdu01,2039,1013,242,0,0,0,1903,4073,2039,19,1973,5,2,1.17295000,1
bennesh01,83,0,0,83,22.97,0.3223333333333333,83,5,83,3,0,0,0,0.13753333,0
bergepe01,308,56,8,0,0,0,302,647,308,5,0,0,0,0.10810000,0
berrada01,853,278,49,0,0,0,863,1054,853,11,0,0,0,0.99880000,0
carpech01,350,21,2,350,60.730000000000004,0.27153333333333335,350,185,350,15,0,3,3,1.59236667,1
carradj01,290,0,0,290,42.60999999999999,0.27799999999999997,290,40,290,8,0,0,0,0.22961667,0
costoti01,43,14,3,0,0,0,42,135,43,2,0,0,0,0.11160000,0
deltomi01,23,2,0,23,9.370000000000001,0.257,23,1,23,2,0,0,0,0.13470000,0
adducji01,70,15,1,0,0,0,42,137,70,4,0,0,0,0.16100000,0
avenbr01,259,103,20,0,0,0,181,274,259,5,0,0,0,0.14765000,0
balbost01,960,495,181,0,0,0,630,5579,960,11,0,0,0,1.20613333,0
brunato01,1800,919,271,0,0,0,1715,3746,1800,14,0,0,1,2.04110000,0
cianfar01,500,185,34,0,0,0,501,1359,500,7,0,0,0,0.24518333,0
claytro01,2108,723,110,0,0,0,2057,3096,2108,17,0,0,1,1.18061250,1
coolbsc01,167,41,8,0,0,0,151,105,167,4,0,0,0,0.19530000,0
adamste01,574,2,0,574,60.069999999999986,0.28125,574,87,574,11,0,0,0,0.55412727,0
branyru01,1059,467,194,0,0,0,794,2431,1059,14,0,0,0,0.27301250,0
clarkto02,1559,824,251,0,0,0,1212,9351,1559,15,0,0,1,0.80183846,1
dejeami01,568,0,0,565,52.40000000000001,0.2636923076923078,565,50,568,10,0,0,0,0.38633000,0
bordepa01,1099,346,69,0,0,0,1022,5398,1099,17,0,1,0,0.70364615,0
boskish01,222,8,1,217,55.900000000000006,0.29090909090909095,217,62,222,9,0,0,0,0.30925714,0
bumpna01,113,0,0,113,13.75,0.27799999999999997,113,7,113,3,0,0,0,0.12955000,0
casiala01,245,0,0,245,59.589999999999996,0.3144545454545455,245,17,245,9,0,0,0,0.18890000,0
cecenjo01,22,0,0,22,4.78,0.213,22,1,22,1,0,0,0,0.13790000,0
chaveer01,1615,902,260,0,0,0,1430,1126,1615,17,0,8,0,1.76100625,0
daviser01,1626,934,282,0,0,0,1432,3104,1626,17,0,9,2,2.13888000,1
beckejo02,335,18,3,335,56.88,0.24260000000000004,335,132,335,14,0,3,3,2.75229231,0
buhneja01,1472,965,310,0,0,0,1398,2537,1472,15,0,1,1,2.28092143,1
castilu01,1720,443,28,0,0,0,1683,3287,1720,15,0,3,3,1.22395333,1
codirch01,144,0,0,144,50.74000000000001,0.286625,144,58,144,8,0,0,0,0.47220000,0
dibblro01,385,2,0,385,32.9,0.1985,385,23,385,7,0,1,2,0.98675000,0
batismi01,658,9,2,658,108.73999999999998,0.276952380952381,658,119,658,18,0,0,0,0.93483333,0
berroge01,779,382,101,0,0,0,343,624,779,11,0,0,0,0.81880000,0
brownmi01,61,0,0,61,99.92999999999999,0.3992857142857142,61,29,61,6,0,0,0,0.19180000,0
carltst01,745,140,13,741,107.63000000000002,0.2545555555555556,741,109,745,24,0,17,10,1.26295000,1
barremi01,1054,424,98,0,0,0,1017,6115,1054,12,0,1,0,0.73314545,0
bolicfr01,116,26,5,0,0,0,84,347,116,2,0,0,0,0.12530000,0
brettge01,2707,1596,317,0,0,0,2200,5503,2707,21,0,14,13,3.67204444,1
castijo02,592,218,39,0,0,0,559,964,592,5,0,0,0,0.24410000,0
bellhma01,731,246,69,0,0,0,651,894,731,10,0,0,0,0.32005000,0
benneer01,25,0,0,25,7.9,0.153,25,2,25,2,0,0,0,0.10600000,0
blaloha01,936,542,153,0,0,0,806,1258,936,9,0,0,2,0.90711250,0
bootyjo01,13,4,0,0,0,0,12,5,13,3,0,0,0,0.13270000,0
burroje01,1689,882,240,0,0,0,1287,2177,1689,16,0,3,2,0.73480000,1
cammaer01,8,1,0,8,6.3,0.194,8,1,8,1,0,0,0,0.08990000,0
carroja01,1276,265,13,1,0,0,1240,1424,1276,12,0,0,0,0.50916364,0
conceda01,2488,950,101,1,0,0.333,2499,4245,2488,19,0,11,9,1.42242500,1
deerro01,1155,600,230,0,0,0,1100,2537,1155,11,0,0,0,1.40351250,0
allenje01,342,114,15,0,0,0,322,596,342,4,0,0,0,0.15787500,0
anderla02,699,0,0,699,64.32000000000001,0.25015789473684213,699,97,699,17,0,0,0,0.99500909,0
bottari01,562,1,0,562,47.309999999999995,0.2569166666666666,562,38,562,12,0,0,1,0.69433333,0
canatwi01,38,3,1,0,0,0,31,38,38,1,0,0,0,0.11160000,0
darenvi01,313,0,0,309,48.52,0.31779999999999997,309,19,313,8,0,0,0,0.20590000,0
abreubo01,2425,1363,288,0,0,0,2138,3952,2425,18,0,2,2,2.76154375,0
alvarwi01,355,1,0,355,57.42000000000001,0.30046666666666666,355,58,355,14,0,0,1,2.09348571,0
bierbni01,39,0,0,38,35.02,0.2794,38,4,39,3,0,0,0,0.10215000,0
castrra01,567,217,67,0,0,0,503,2691,567,13,0,0,0,0.28276667,0
crewsti01,281,1,0,281,20.220000000000002,0.27233333333333337,281,31,281,6,0,0,0,0.54382000,0
abbotpa01,162,2,0,162,66.14,0.2615,162,61,162,11,0,0,0,0.43354286,0
bruskji01,106,0,0,105,30.63,0.28842857142857137,105,8,106,5,0,0,0,0.13610000,0
buschmi01,51,23,7,0,0,0,36,28,51,2,0,0,0,0.11300000,0
castivi02,1854,1105,320,0,0,0,1826,1389,1854,16,0,6,2,1.61761333,1
daiglca01,34,0,0,33,22.130000000000003,0.3566666666666667,33,6,34,3,0,0,0,0.12040000,0
depause01,29,0,0,29,23.36,0.287,29,6,29,3,0,0,0,0.13470000,0
battlal01,108,7,1,0,0,0,79,143,108,2,0,0,0,0.11340000,0
benedbr01,982,260,18,0,0,0,971,4651,982,12,0,0,2,1.23216000,0
berroan01,746,254,46,0,0,0,729,1084,746,9,0,1,0,0.29057500,0
castepe01,51,9,3,0,0,0,40,59,51,3,0,0,0,0.11670000,0
coxda02,15,2,1,0,0,0,14,48,15,1,0,0,0,0.13470000,0
aceveju01,367,0,0,367,45.08,0.2833,367,42,367,8,0,0,0,0.24584286,0
alexado01,562,17,0,561,88.66000000000003,0.2611304347826087,561,264,562,19,0,0,1,1.61774000,1
averyst01,306,32,4,297,50.57,0.26599999999999996,297,63,306,11,0,2,1,2.16260000,0
barnesk01,353,83,14,0,0,0,270,462,353,9,0,0,0,0.20720000,0
bartocl01,53,0,0,53,10.15,0.29100000000000004,53,2,53,2,0,0,0,0.12100000,0
bittije01,33,1,1,33,21.669999999999998,0.27425,33,3,33,4,0,0,0,0.22070000,0
blairwi01,418,5,0,418,69.16999999999999,0.28907692307692306,418,65,418,12,0,0,0,0.99342000,0
bonilju01,429,101,7,0,0,0,424,853,429,6,0,0,0,0.28770000,0
bradlmi01,1042,481,125,0,0,0,858,1906,1042,12,0,0,1,1.40440909,0
campbbi02,700,2,0,700,58.75999999999999,0.2566,700,119,700,15,0,4,1,0.71995000,1
carrch02,507,123,13,0,0,0,484,1167,507,8,0,0,0,0.23288333,0
crawfpa02,15,0,0,15,8.16,0.258,15,4,15,2,0,0,0,0.08670000,0
daughja01,355,87,10,0,0,0,203,580,355,6,0,0,0,0.19342500,0
bautida01,895,319,62,0,0,0,779,1311,895,12,0,0,0,0.47778182,0
bestka01,61,0,0,61,28.49,0.30859999999999993,61,1,61,5,0,0,0,0.18760000,0
blausje01,1407,513,122,0,0,0,1368,1613,1407,13,0,2,2,1.83336923,0
boonebr01,1780,1021,252,0,0,0,1771,3445,1780,14,0,8,3,1.79460000,1
bulliki01,49,0,0,49,31.810000000000002,0.2998,49,6,49,5,0,0,0,0.13270000,0
cormirh01,684,12,0,683,103.57000000000002,0.28458823529411764,683,80,684,16,0,0,0,0.77290667,0
cottohe01,884,210,44,0,0,0,760,1324,884,10,0,0,0,0.65823333,0
cummimi01,460,124,22,0,0,0,249,441,460,11,0,0,0,0.14595714,0
darwije01,38,0,0,38,21.7,0.30633333333333335,38,3,38,3,0,0,0,0.11746667,0
almanca01,210,0,0,210,43.71000000000001,0.26612500000000006,210,9,210,8,0,0,0,0.18944000,0
blowemi01,761,365,78,0,0,0,748,929,761,11,0,0,0,0.51300000,0
bowiemi01,88,4,0,88,47.44,0.30842857142857144,88,7,88,6,0,0,0,0.15197500,0
cloudke01,71,0,0,71,19.45,0.287,71,19,71,3,0,0,0,0.16045000,0
daultda01,1161,588,137,0,0,0,1087,5835,1161,14,0,2,3,2.16090833,1
beanebi01,148,29,3,0,0,0,118,192,148,6,0,0,0,0.14750000,0
bushra01,1219,409,96,0,0,0,616,1216,1219,12,0,0,0,0.58397778,0
contija01,182,47,6,0,0,0,151,290,182,5,0,0,0,0.10115000,0
alicelu01,1341,422,47,0,0,0,1127,2020,1341,13,0,0,0,0.50777000,0
barryje01,104,28,5,0,0,0,68,112,104,3,0,0,0,0.12450000,0
burleri01,1346,449,50,0,0,0,1290,2349,1346,13,0,4,4,1.43743333,1
cansejo01,1887,1407,462,1,27,0.5,1012,2003,1887,17,0,11,6,3.04283333,1
choatra01,672,0,0,672,65.87,0.2935,672,33,672,15,0,0,0,0.31660000,0
colemmi01,22,9,1,0,0,0,18,24,22,3,0,0,0,0.09700000,0
damonjo01,2490,1139,235,0,0,0,2075,4732,2490,18,0,1,2,2.40032353,1
davisjj01,67,9,1,0,0,0,41,48,67,4,0,0,0,0.12030000,0
davisla01,21,2,0,20,4.74,0.294,20,6,21,1,0,0,0,0.10300000,0
adamsjo02,44,1,0,44,19.12,0.3163333333333333,44,9,44,3,0,0,0,0.14395000,0
aguilri01,737,11,3,732,66.43,0.243578947368421,732,99,737,16,0,0,3,2.00247333,1
ausmubr01,1971,607,80,0,0,0,1960,12856,1971,18,385,3,1,0.97624706,1
beltrri01,78,0,0,78,71.7,0.3365,78,7,78,5,0,0,0,0.13395000,0
caldeiv01,924,444,104,0,0,0,789,1740,924,10,0,0,1,1.40012500,0
castrju01,1103,234,36,0,0,0,1097,1089,1103,17,0,0,0,0.24797692,0
corajo01,1119,294,30,0,0,0,1028,1869,1119,11,3,0,1,0.52139000,0
barkegl01,235,18,3,0,0,0,186,150,235,3,0,0,0,0.12700000,0
bartosh01,73,0,0,73,16.9,0.3056666666666667,73,7,73,3,0,0,0,0.11300000,0
callami01,41,1,0,40,40.040000000000006,0.29750000000000004,40,14,41,5,163,0,0,0.12295000,0
batesbi01,29,2,0,0,0,0,22,32,29,2,0,0,0,0.16480000,0
brownke03,24,0,0,24,17.08,0.25875,24,8,24,3,0,0,0,0.19530000,0
bumbral01,1496,402,54,0,0,0,1241,2975,1496,14,0,2,1,0.33590000,1
deleojo01,416,9,0,415,69.06,0.22441176470588234,416,80,416,13,0,0,0,1.43760833,0
boydja02,113,0,0,113,27.71,0.2606,113,8,113,5,0,0,0,0.11603333,0
collida02,1701,373,32,0,0,0,1243,2869,1701,16,0,0,0,0.84168000,0
cowlejo01,96,0,0,95,31.289999999999996,0.267,95,36,96,5,0,0,0,0.47955000,0
cruzju01,1156,279,23,0,0,0,1132,2405,1156,10,0,0,0,2.02330000,0
alvarta01,19,0,0,19,9.75,0.266,19,5,19,2,0,0,0,0.10600000,0
baldwja01,266,2,0,266,84.23,0.2997142857142857,266,88,266,11,0,0,1,0.84143750,0
chitrst01,64,0,0,64,5.35,0.1875,64,2,64,2,0,0,0,0.11730000,0
abbotku01,702,242,62,0,0,0,616,938,702,9,0,0,0,0.33512222,0
alfoned01,1506,744,146,0,0,0,1474,1644,1506,12,0,2,1,1.73184167,0
brownch02,449,184,38,0,0,0,426,319,449,6,0,0,1,0.39425000,0
brownja03,155,10,1,0,0,0,132,176,155,5,0,0,0,0.15110000,0
burbada01,511,12,3,511,80.84,0.25666666666666665,511,137,511,15,0,0,0,1.16643846,0
brewero01,172,33,2,1,45,0.5,124,444,172,4,0,0,0,0.16160000,0
brownem01,739,326,59,0,0,0,632,1160,739,10,0,0,0,0.43660000,0
clemeed02,114,32,8,0,0,0,88,143,114,3,0,0,0,0.12195000,0
baezbe01,8,0,0,8,13.5,0.449,8,0,8,1,0,0,0,0.08440000,0
coquitr01,51,12,1,0,0,0,46,18,51,2,0,0,0,0.10110000,0
aardsda01,331,0,0,331,46.75,0.2574444444444444,331,11,331,9,0,0,0,0.40681429,0
amezaal01,584,110,12,0,0,0,543,838,584,9,0,0,0,0.21370000,0
anthoer01,682,269,78,0,0,0,564,976,682,9,0,0,0,0.48240000,0
beechma01,53,4,0,53,17.19,0.2866666666666667,53,7,53,3,0,0,0,0.12957500,0
beltrad01,2933,1707,477,0,0,0,2767,2200,2933,21,0,9,4,2.90808421,0
bergmda01,1349,289,54,0,0,0,972,5197,1349,17,0,0,0,0.71968750,0
calloro01,172,62,10,0,0,0,117,193,172,2,0,0,0,0.12100000,0
clarkte01,91,0,0,91,63.029999999999994,0.33322222222222225,91,22,91,6,0,0,0,0.16175000,0
clausbr01,58,2,0,58,17.96,0.29225,58,13,58,4,0,0,0,0.12600000,0
corbiar01,37,0,0,37,13.45,0.27099999999999996,37,0,37,3,0,0,0,0.10600000,0
alomaro01,2379,1134,210,0,0,0,2325,4463,2379,17,0,21,12,3.38748750,1
birkbmi01,54,0,0,54,31.49,0.30316666666666664,54,31,54,6,0,0,0,0.19050000,0
blockte01,110,11,2,1,0,0,75,175,110,3,0,0,0,0.15450000,0
borowjo01,423,0,0,423,97.88,0.2917142857142857,423,25,423,12,0,2,0,0.47110000,0
clancji01,472,2,0,472,71.41999999999999,0.26156250000000003,472,185,472,15,0,0,1,1.90910000,0
clarkje01,516,208,44,0,0,0,470,1273,516,7,0,0,0,0.33362000,0
clemero02,709,12,0,709,77.30000000000001,0.23083333333333333,709,320,709,24,0,22,11,4.16656667,1
coopece01,1896,1125,241,0,0,0,1475,13361,1896,17,171,10,5,1.68663333,1
brohatr01,82,0,0,82,15.139999999999999,0.24766666666666667,82,3,82,3,0,0,0,0.13470000,0
browebo01,256,60,17,0,0,0,207,358,256,4,0,0,0,0.18005000,0
byrneer01,963,396,109,0,0,0,889,1666,963,11,0,0,0,1.15496250,0
corcoti01,509,128,12,0,0,0,357,1390,509,9,0,0,0,0.49465000,0
agostju01,543,0,0,543,85.15000000000002,0.30233333333333334,543,58,543,13,0,0,0,0.94957143,0
bakerdo01,136,22,0,0,0,0,135,135,136,7,0,0,0,0.22460000,0
bellju01,329,71,10,0,0,0,297,468,329,7,0,0,0,0.15810000,0
botteke01,292,10,0,292,60.6,0.29141666666666666,292,45,292,9,0,0,1,0.58050000,0
cookest01,104,7,0,104,25.79,0.26499999999999996,104,20,104,6,0,0,0,0.19750000,0
alstoga01,6,0,0,6,9,0.375,6,0,6,1,0,0,0,0.12470000,0
belinst01,586,3,0,585,68.07,0.2488571428571429,585,29,586,12,0,0,0,0.72493636,0
bonilbo01,2113,1173,287,1,18,0.6,1972,3045,2113,16,0,6,6,3.12043125,1
boonebo01,2264,826,105,0,0,0,2240,11325,2264,19,371,8,4,2.22241667,1
brookhu01,1645,824,149,0,0,0,1489,1935,1645,15,0,2,2,1.63860000,1
buicede01,96,0,0,96,15.09,0.24,96,7,96,3,0,0,0,0.23740000,0
careypa01,18,3,0,0,0,0,9,64,18,1,0,0,0,0.10960000,0
burkejo04,29,1,0,28,14.03,0.3235,28,6,29,2,0,0,0,0.13630000,0
colbrgr01,992,422,98,0,0,0,764,5359,992,13,0,0,0,0.54367692,0
cruzde01,1234,464,70,0,0,0,1189,1632,1234,9,0,0,0,0.51052500,0
abbotje01,233,83,18,0,0,0,185,299,233,5,0,0,0,0.14195000,0
abernbr01,232,79,8,0,0,0,228,445,232,4,0,0,0,0.10325000,0
baergca01,1630,774,134,0,0,0,1366,2634,1630,14,0,4,3,1.67734615,1
burnsto02,203,0,0,203,26.319999999999997,0.24185714285714285,203,29,203,6,0,0,0,0.38750000,0
ceronri01,1329,436,59,2,0,0,1286,6555,1329,18,0,1,0,0.82980000,0
chambwe01,385,167,43,0,0,0,321,601,385,6,0,0,0,0.21858000,0
clarkwi02,1976,1205,284,0,0,0,1889,16695,1976,15,0,7,6,3.42860000,1
colonba01,565,11,1,565,99.92,0.27352173913043476,565,188,565,21,0,2,4,1.92680000,0
costejo01,119,0,0,119,20.13,0.25999999999999995,119,6,119,4,0,0,0,0.18650000,0
diazed03,7,1,0,0,0,0,7,11,7,2,0,0,0,0.13270000,0
atkinga01,817,488,99,0,0,0,781,1338,817,8,0,0,0,0.85738333,0
belliro01,1484,601,114,0,0,0,1372,2734,1484,13,0,0,1,0.47238333,0
boggswa01,2440,1014,118,2,6.75,0.2145,2285,2115,2440,18,0,17,12,2.78982000,1
burnije01,1694,981,315,0,0,0,1579,2913,1694,14,0,0,1,1.58303077,1
ackerji01,467,1,0,467,47.519999999999996,0.27033333333333337,467,73,467,10,0,0,0,0.85592857,0
appieke01,414,4,0,414,88.91999999999997,0.26594444444444443,414,202,414,16,0,0,1,2.79680667,1
ashlebi01,281,84,28,0,0,0,186,233,281,7,0,0,0,0.16218000,0
bellro01,151,0,0,151,48.08,0.290875,151,69,151,7,0,0,0,0.17126667,0
benesal01,115,8,0,115,47.169999999999995,0.29011111111111115,115,31,115,8,0,0,0,0.24566000,0
cairomi01,1490,394,41,0,0,0,1279,2551,1490,17,1,0,0,0.25877692,0
caudibi01,445,2,0,445,40.769999999999996,0.24488888888888885,445,28,445,9,0,0,1,3.06083333,0
dejesjo01,63,6,0,63,43.39,0.2762,63,15,63,5,0,0,0,0.19957500,0
davisbe01,486,204,38,0,0,0,469,2808,486,7,0,0,0,0.26690000,0
anderke01,135,22,1,0,0,0,133,177,135,2,0,0,0,0.16970000,0
brownbr01,424,146,45,0,0,0,308,746,424,5,0,0,0,0.15525000,0
burrepa01,1640,976,292,0,0,0,1386,2478,1640,12,0,0,0,2.20411818,1
davisgl01,1015,603,190,0,0,0,879,7448,1015,10,0,2,2,2.05618889,0
baughju01,79,20,1,0,0,0,72,118,79,2,0,0,0,0.14480000,0
benavfr01,219,52,4,0,0,0,215,263,219,4,5,0,0,0.16677500,0
almanar01,254,0,0,254,30.25,0.23499999999999996,254,6,254,7,0,0,0,0.16361667,0
britoti01,92,21,3,0,0,0,91,111,92,2,0,0,0,0.11865000,0
burkejo03,446,18,0,445,69.72999999999999,0.2796875,445,177,446,15,0,0,2,1.94047857,0
cardoja01,87,14,2,0,0,0,84,274,87,3,0,0,0,0.09520000,0
contrjo01,299,0,0,299,60.709999999999994,0.2611538461538462,299,44,299,11,0,0,1,2.33597000,0
anderji02,122,6,0,122,39.28,0.3022857142857143,122,24,122,6,0,0,0,0.14564000,0
baezda01,533,0,0,533,49.09,0.2458181818181818,533,58,533,10,0,0,1,1.49231000,0
belleal01,1539,1239,381,0,0,0,1311,2642,1539,12,0,11,5,4.08423333,1
benjami01,818,169,24,1,0,0,776,934,818,13,0,0,0,0.27361667,0
berryse01,860,369,81,0,0,0,696,848,860,11,0,0,0,0.76133750,0
brantmi01,302,125,32,0,0,0,277,594,302,4,0,0,0,0.22560000,0
brunebr01,273,0,0,273,37.540000000000006,0.21811111111111112,273,8,273,9,0,0,0,0.26538000,0
castifr01,297,13,0,297,66.36,0.2735,297,102,297,13,0,0,0,0.68491818,0
coffmke01,32,4,0,31,21.69,0.30066666666666664,31,13,32,3,0,0,0,0.16935000,0
acevejo01,104,4,0,104,27.750000000000004,0.272,104,19,104,5,0,0,0,0.11690000,0
anderal02,150,0,0,148,32.239999999999995,0.3023333333333334,148,41,150,6,0,0,0,0.49732500,0
andujjo01,407,38,5,405,54,0.2562857142857143,405,142,407,13,0,1,4,2.30627500,0
andujlu01,35,0,0,35,32.51,0.32239999999999996,35,3,35,4,0,0,0,0.13950000,0
borlato02,207,2,0,207,58.11,0.27170000000000005,207,19,207,9,0,0,0,0.15062500,0
bostoda01,1058,278,83,0,0,0,847,1552,1058,11,0,0,0,0.46622222,0
bulliji01,188,19,4,186,44.7,0.28600000000000003,186,72,188,7,0,0,0,0.24372857,0
cabreda01,162,0,0,162,37.459999999999994,0.26271428571428573,162,38,162,6,0,0,0,0.51790000,0
cartela02,181,0,0,181,27.569999999999997,0.24833333333333338,181,10,181,6,0,0,1,0.14402500,0
alvarga01,92,33,7,0,0,0,67,41,92,3,0,0,0,0.13270000,0
anderja01,32,0,0,32,62.79,0.2465,32,1,32,3,0,0,0,0.11660000,0
cartejo01,2189,1445,396,0,0,0,2040,5890,2189,16,0,4,5,3.61599286,1
combspa01,56,4,0,56,18.77,0.25925,56,13,56,4,0,0,0,0.23230000,0
conceon01,390,80,3,0,0,0,379,432,390,7,0,0,0,0.52490000,0
conveji01,35,0,0,35,30.8,0.297,35,7,35,4,0,0,0,0.11967500,0
bohanbr01,309,30,3,304,70.46,0.2826153846153846,304,61,309,12,0,0,0,0.55249091,0
cabremi01,2587,1804,502,0,0,0,2239,10448,2587,19,0,16,11,3.70395000,0
campsh01,541,0,0,541,53.080000000000005,0.31436363636363635,541,44,541,11,0,0,0,0.25317778,0
coleal01,573,117,5,0,0,0,483,1064,573,7,0,0,0,0.31240000,0
allench01,267,84,14,0,0,0,202,382,267,7,0,0,0,0.12810000,0
beckwjo01,229,0,0,229,26.89,0.2755714285714286,229,34,229,7,0,0,0,0.61550000,0
bookero01,173,28,0,0,0,0,126,106,173,5,0,0,0,0.15545000,0
brenlbo01,871,333,91,0,0,0,851,4107,871,9,303,0,1,1.19164000,0
campri01,414,7,1,414,32.45,0.27299999999999996,414,86,414,9,0,0,0,1.38400000,0
adkinjo01,119,0,0,119,24.54,0.25166666666666665,119,7,119,6,0,0,0,0.12080000,0
burgoen01,10,0,0,10,17.64,0.308,10,0,10,2,0,0,0,0.11400000,0
burneaj01,436,19,4,435,68.27,0.24429411764705886,435,169,436,17,0,0,1,2.54813529,0
butchmi01,115,0,0,115,17.509999999999998,0.24975,115,7,115,4,0,0,0,0.15050000,0
bairdo01,584,4,1,584,68.37,0.24377777777777782,584,72,584,15,0,0,0,0.38706667,0
bedarer01,241,1,0,241,57.34,0.2701666666666666,241,52,241,11,0,0,0,0.94977778,0
bellde01,1210,668,134,1,36,0.429,1183,2215,1210,11,0,0,0,1.85862000,0
brewebi01,203,0,0,203,152.89000000000001,0.336875,203,6,203,7,0,0,0,0.18638333,0
cacered01,55,17,1,0,0,0,53,72,55,1,0,0,0,0.11300000,0
abnersh01,392,71,11,0,0,0,333,566,392,6,0,0,0,0.19668000,0
briscjo01,102,0,0,100,37.65,0.27483333333333326,100,6,102,6,0,0,0,0.13062500,0
bruetjt01,73,3,0,0,0,0,58,58,73,2,0,0,0,0.12390000,0
butlebr02,203,60,11,0,0,0,192,230,203,3,0,0,0,0.11770000,0
aldrico01,13,1,0,0,0,0,9,7,13,2,0,0,0,0.08360000,0
brockta01,13,0,0,0,0,0,10,8,13,1,0,0,0,0.10040000,0
capelmi01,49,0,0,49,142.94,0.472,49,7,49,3,0,0,0,0.13790000,0
cerdaja01,132,0,0,132,18.08,0.25675000000000003,132,8,132,4,0,0,0,0.12233333,0
clemepa01,288,0,0,288,39.019999999999996,0.2818,288,22,288,8,0,0,0,0.31100000,0
bathebi01,121,29,8,0,0,0,54,234,121,3,0,0,0,0.19175000,0
breamsi01,1088,455,90,0,0,0,956,7437,1088,12,0,1,0,1.05342222,0
brognri01,848,458,106,0,0,0,817,6282,848,9,0,0,0,0.89816250,0
bullesc01,247,42,6,0,0,0,144,166,247,4,0,0,0,0.12943333,0
allrebe01,65,15,4,0,0,0,51,121,65,3,0,0,0,0.15490000,0
anderga01,2228,1365,287,0,0,0,1913,4057,2228,17,0,5,3,1.77335294,1
backmwa01,1102,240,10,0,0,0,955,1476,1102,14,0,0,0,0.93848750,0
butlead01,8,0,0,8,10.8,0.278,8,0,8,1,0,0,0,0.13270000,0
chrisry01,452,102,16,0,0,0,423,766,452,6,0,0,0,0.12430000,0
alvarjo01,99,0,0,98,10.55,0.19624999999999998,98,16,99,4,0,0,0,0.24690000,0
barnebr01,116,4,0,116,27.09,0.2651666666666667,116,20,116,5,0,0,0,0.15120000,0
bongju01,49,0,0,48,17.25,0.2856666666666667,48,3,49,3,0,0,0,0.12285000,0
canizja01,195,68,10,0,0,0,174,228,195,4,0,0,0,0.10243333,0
ayraubo01,54,0,0,54,15.900000000000002,0.2793333333333333,54,1,54,2,0,0,0,0.12790000,0
bochtdo01,220,0,0,220,29.53,0.25616666666666665,220,14,220,6,0,0,0,0.17092500,0
camermi01,1955,968,278,0,0,0,1921,4954,1955,17,0,3,1,1.61264118,1
arochre01,124,3,0,124,23.1,0.30625,124,15,124,4,0,0,0,0.15536667,0
banksbr01,273,64,13,0,0,0,178,548,273,6,0,0,0,0.12546667,0
bondsba01,2986,1996,762,0,0,0,2874,5637,2986,22,0,47,14,4.85476818,1
calhoje01,118,1,0,118,24.33,0.2474,118,12,118,5,0,0,0,0.23300000,0
candaca01,754,139,11,0,0,0,710,960,754,9,0,0,0,0.43490000,0
clearma01,481,0,0,481,43.410000000000004,0.22390909090909092,481,49,481,11,0,0,2,1.39597500,0
agbaybe01,383,156,39,0,0,0,333,482,383,5,0,0,0,0.15247500,0
andresh01,569,263,86,0,0,0,559,587,569,7,0,0,0,0.35393333,0
astacpe01,395,28,0,392,88.75999999999999,0.2753888888888889,392,189,395,15,0,0,0,1.71123077,0
bradfch01,562,0,0,561,56.44,0.2917692307692308,561,31,562,12,0,0,0,0.57072222,0
braggda01,916,260,46,0,0,0,763,1390,916,11,0,0,0,0.25901429,0
brantje01,615,5,0,615,53.170000000000016,0.23457142857142851,615,46,615,14,0,1,1,1.16830769,0
coneda01,451,22,0,450,70.83999999999999,0.23721052631578946,450,220,451,17,0,3,5,3.53834375,1
alomasa02,1377,588,112,0,0,0,1325,7667,1377,20,8,3,6,1.20653529,1
anderbr01,1834,761,210,0,0,0,1691,3713,1834,15,0,0,3,2.20866429,1
arrojro01,158,3,0,158,28.29,0.2658333333333333,158,71,158,5,0,0,1,0.40592000,0
