playerID,gamesBatted,totalRBI,totalHR,gamesPitched,pitchingERA,opponentBattingAvg,gamesFielded,totalPutOut,totalGames,totalSeasons,managerWins,totalAwards,allstarAppearances,porportionalsal,class
hugheto04,152,5,0,144,24.36,0.28200000000000003,144,31,152,5,0,1,0,1.00000000,0
hustaca01,6,2,0,0,0,0,6,18,6,1,0,0,0,1.00000000,0
hamilda01,301,0,0,301,49.50000000000001,0.26690909090909093,301,28,301,9,0,0,0,1.00000000,0
hansool01,2,0,0,2,7,0.26,2,0,2,1,0,0,0,1.00000000,0
harvehu01,26,0,0,26,9.72,0.20666666666666667,26,2,26,3,0,0,0,1.00000000,0
henlega01,14,2,1,0,0,0,9,13,14,1,0,0,0,1.00000000,0
higgipj01,9,0,0,0,0,0,7,60,9,1,0,0,0,1.00000000,0
holmabr02,19,0,0,19,3.72,0.208,19,1,19,1,0,0,0,1.00000000,0
howelro01,3,0,0,3,27,0.55,3,0,3,1,0,0,0,1.00000000,0
hambrro01,18,1,0,18,4.39,0.224,18,1,18,1,0,0,0,1.00000000,0
hamelco01,430,34,2,423,63.64999999999999,0.2403529411764706,423,113,430,15,0,3,4,3.25901000,0
harderi01,171,1,0,170,36.57,0.22150000000000003,170,66,171,9,0,0,0,1.05975714,0
herbera01,408,51,7,407,61.61000000000001,0.26999999999999996,407,126,408,14,0,0,1,1.00000000,0
heredgu01,517,106,24,0,0,0,484,921,517,6,0,0,0,1.00000000,0
hobsobu01,738,397,98,0,0,0,663,595,738,8,207,0,0,1.00000000,0
hollyed01,276,78,1,0,0,0,271,615,277,4,0,0,0,1.00000000,0
hoodwa01,67,5,1,0,0,0,25,38,66,3,0,0,0,1.00000000,0
houseto01,289,4,0,289,41.559999999999995,0.2667777777777778,289,21,289,8,0,0,0,1.00000000,0
howeldi01,124,9,5,115,20.74,0.2166666666666667,115,10,124,6,0,0,0,1.00000000,0
hoylete01,3,0,0,3,27,0.56,3,0,3,1,0,0,0,1.00000000,0
hankija01,86,10,4,0,0,0,74,116,87,2,0,0,0,1.00000000,0
harrera01,119,1,0,119,44.2,0.31428571428571433,119,11,119,6,0,0,0,1.00000000,0
harrije02,14,0,0,14,9.59,0.244,14,3,14,2,0,0,0,0.11710000,0
hartmjc01,90,8,0,0,0,0,80,132,90,2,0,0,0,1.00000000,0
hearnji01,403,36,9,396,61.849999999999994,0.265,396,106,403,13,0,0,1,1.00000000,1
hewetwa99,0,0,0,0,0,0,0,0,0,0,10,0,0,1.00000000,0
hitchji01,28,7,0,0,0,0,26,48,28,1,0,0,0,1.00000000,0
hohnhed01,33,8,0,0,0,0,33,317,33,2,0,0,0,1.00000000,0
hubbebi01,205,16,1,204,35.709999999999994,0.31333333333333324,204,43,205,7,0,0,0,1.00000000,0
hugheji03,78,0,0,78,16.11,0.2505,78,32,78,4,0,0,0,1.00000000,0
hugheph01,290,0,0,290,66.05999999999999,0.28099999999999997,290,49,290,12,0,0,1,1.27078750,0
humphbi01,2,0,0,2,9,0.5,2,0,2,1,0,0,0,1.00000000,0
hurstdo01,905,610,115,0,0,0,870,7962,905,7,0,0,0,1.00000000,0
halmagr01,44,9,2,0,0,0,44,79,44,2,0,0,0,1.00000000,0
handbr01,464,4,0,464,63.43,0.23721428571428574,464,17,464,11,0,0,3,0.12325000,0
hendeed01,8,0,0,8,8.44,9.99,8,2,8,1,0,0,0,1.00000000,0
hillypa01,8,1,0,0,0,0,4,6,8,1,0,0,0,1.00000000,0
holloji01,3,0,0,3,13.5,0.45,3,1,3,1,0,0,0,1.00000000,0
howarsa01,100,0,0,100,18.34,0.25525,100,2,100,4,0,0,0,1.00000000,0
howarwi01,466,71,6,0,0,0,330,534,466,6,0,0,0,1.00000000,0
huffsa01,10,4,3,0,0,0,10,62,10,1,0,0,0,1.00000000,0
hambyji01,22,5,0,0,0,0,20,52,22,2,0,0,0,1.00000000,0
hugheja01,149,55,3,134,12.09,0,150,107,149,4,0,0,0,1.00000000,0
huntbe01,9,1,0,9,7.43,0.24,9,2,9,2,0,0,0,1.00000000,0
hoytwa01,674,100,0,674,94.26,0.2675999999999999,674,153,674,21,0,3,0,1.00000000,1
humphbe01,154,16,0,153,22.09,0.2733333333333334,153,32,154,6,0,0,0,1.00000000,0
hardyha01,8,0,0,8,10.879999999999999,0,8,2,8,2,0,0,0,1.00000000,0
lystobi01,2,0,0,2,20.32,0,2,1,2,2,0,0,0,1.00000000,0
dominma01,362,152,42,0,0,0,353,241,362,5,0,0,0,0.13015000,0
dressch01,646,221,11,0,0,0,599,526,646,8,1008,0,0,1.00000000,0
ennisru01,1,0,0,0,0,0,1,0,1,1,0,0,0,1.00000000,0
escalni01,73,3,0,0,0,0,23,44,73,1,0,0,0,1.00000000,0
esteldi01,12,0,0,12,6.99,0.25,12,3,12,2,0,0,0,1.00000000,0
fisheto02,2,0,0,2,0,0.18,2,0,2,1,0,0,0,1.00000000,0
frisbch01,46,23,0,0,0,0,44,70,46,2,0,0,0,1.00000000,0
fulleji01,107,41,11,0,0,0,98,207,107,3,0,0,0,1.00000000,0
gardnch01,5,0,0,5,4.01,0.218,5,3,5,1,0,0,0,1.00000000,0
gillha01,1,0,0,1,0,0.33,1,0,1,1,0,0,0,1.00000000,0
gladdji01,4,0,0,0,0,0,4,31,4,1,0,0,0,1.00000000,0
gonzaju01,13,0,0,13,4.72,0.25,13,2,13,1,0,0,0,1.00000000,0
graymi01,2,0,0,0,0,0,2,10,2,1,0,0,0,1.00000000,0
greenge01,408,160,46,0,0,0,318,955,408,7,0,0,0,1.00000000,0
grosstu01,9,2,0,0,0,0,9,12,9,1,0,0,0,1.00000000,0
guthrje01,316,1,0,306,196.76999999999995,0.3293571428571429,306,127,316,13,0,0,0,1.22628889,0
harpeha01,220,19,0,219,41.68,0.253,220,40,220,10,0,0,0,1.00000000,0
hoggbr01,84,10,0,71,22.669999999999998,0.28,71,13,84,5,0,0,0,1.00000000,0
cozendy01,27,2,1,0,0,0,14,16,27,2,0,0,0,1.00000000,0
crolifr01,58,20,1,0,0,0,58,75,58,2,0,0,0,1.00000000,0
cuevano01,76,10,2,0,0,0,46,48,76,2,0,0,0,1.00000000,0
dalenpe01,5,0,0,0,0,0,0,0,5,1,0,0,0,1.00000000,0
davisjd01,336,111,38,3,9,0.20850000000000002,270,255,336,5,0,0,0,1.00000000,0
delmabe01,12,0,0,0,0,0,10,14,12,1,0,0,0,1.00000000,0
derriji01,21,0,0,21,12.36,0.29,21,3,21,2,0,0,0,1.00000000,0
devogre01,3,0,0,0,0,0,3,12,3,1,0,0,0,1.00000000,0
diamoth01,16,0,0,16,6.83,0.295,16,1,16,1,0,0,0,1.00000000,0
downsma01,254,66,20,0,0,0,166,303,254,4,0,0,0,0.13395000,0
duncash01,330,144,43,0,0,0,209,431,330,7,0,0,0,0.14076667,0
enzenja01,43,8,0,0,0,0,35,116,43,2,0,0,0,1.00000000,0
filipst01,57,26,2,0,0,0,49,72,57,3,0,0,0,1.00000000,0
flickle01,20,2,0,0,0,0,7,12,20,2,0,0,0,1.00000000,0
fultobi01,3,0,0,3,11.57,0.409,3,0,3,1,0,0,0,1.00000000,0
garream01,235,1,0,235,23.38,0.2262,235,18,235,5,0,0,0,1.00000000,0
gavigsa01,98,0,0,98,26.54,0.266,98,17,98,4,0,0,0,1.00000000,0
getteal01,189,14,0,184,57.44,0.27888888888888896,185,31,189,7,0,0,0,1.00000000,0
getzch01,459,111,3,0,0,0,432,718,459,7,0,0,0,0.18880000,0
golsogr01,40,2,0,0,0,0,36,35,40,4,0,0,0,1.00000000,0
gonzaen01,56,3,0,55,48.69,0.3125,55,16,56,6,0,0,0,0.12770000,0
gordomi01,12,2,0,0,0,0,12,45,12,2,0,0,0,1.00000000,0
gosean01,378,69,12,6,1.35,0.091,364,785,378,6,0,0,0,0.11955000,0
grababi01,466,141,28,0,0,0,387,472,466,7,0,0,1,1.00000000,0
grayda01,9,0,0,9,9,0.32,9,0,9,1,0,0,0,1.00000000,0
gronkle01,1,0,0,1,2.25,0.154,1,1,1,1,0,0,0,1.00000000,0
grubeja01,1,0,0,1,13.5,0.333,1,0,1,1,0,0,0,1.00000000,0
housefr02,19,1,0,19,5.2,0.32,19,0,19,1,0,0,0,1.00000000,0
jackshe01,10,3,0,0,0,0,10,108,10,1,0,0,0,1.00000000,0
johnsbi01,169,90,2,0,0,0,169,289,169,5,0,0,0,1.00000000,0
johnsca01,16,7,0,0,0,0,16,35,16,1,0,0,0,1.00000000,0
johnssp01,331,238,4,0,0,0,331,430,331,3,0,0,0,1.00000000,0
jones01,3,2,0,0,0,0,3,10,3,2,0,0,0,1.00000000,0
jones02,4,0,0,0,0,0,4,6,4,1,0,0,0,1.00000000,0
jones03,1,0,0,0,0,0,1,2,1,1,0,0,0,1.00000000,0
jonesfr01,2,0,0,0,0,0,2,0,2,1,0,0,0,1.00000000,0
jonesja01,71,0,2,0,0,0,73,105,71,2,0,0,0,1.00000000,0
joypo01,36,0,0,0,0,0,36,331,36,1,0,0,0,1.00000000,0
kappejo01,60,22,1,0,0,0,61,91,60,2,0,0,0,1.00000000,0
kellybi01,18,7,0,0,0,0,18,34,18,1,0,0,0,1.00000000,0
kellyki02,16,2,0,0,0,0,16,58,16,1,0,0,0,1.00000000,0
kemmlru01,236,11,0,0,0,0,237,1135,236,8,0,0,0,1.00000000,0
kennedo01,160,53,1,0,0,0,162,961,160,5,0,0,0,1.00000000,0
kenneed01,299,23,5,0,0,0,299,418,299,4,0,0,0,1.00000000,0
kenneed02,13,0,0,0,0,0,13,14,13,1,0,0,0,1.00000000,0
kennejo01,5,1,0,0,0,0,6,9,5,1,0,0,0,1.00000000,0
kinziwa01,34,10,2,0,0,0,34,34,34,2,0,0,0,1.00000000,0
klusmbi01,43,22,3,0,0,0,43,79,43,2,0,0,0,1.00000000,0
krehmch01,29,10,0,0,0,0,31,88,29,2,0,0,0,1.00000000,0
kriegbi01,141,37,4,0,0,0,144,946,141,4,0,0,0,1.00000000,0
larki01,17,0,0,0,0,0,17,29,17,1,0,0,0,1.00000000,0
lathaju01,334,101,0,0,0,0,337,3277,334,5,45,0,0,1.00000000,0
lavinjo01,16,0,0,0,0,0,16,17,16,1,0,0,0,1.00000000,0
leele01,4,0,0,0,0,0,5,6,4,1,0,0,0,1.00000000,0
lennobi01,28,13,0,0,0,0,33,138,27,3,5,0,0,1.00000000,0
leonaan01,501,343,4,0,0,0,510,864,501,9,0,0,0,1.00000000,0
leutz01,4,0,0,0,0,0,4,11,4,1,0,0,0,1.00000000,0
lough01,1,0,0,0,0,0,1,0,1,1,0,0,0,1.00000000,0
lowech01,7,3,0,0,0,0,7,24,6,1,0,0,0,1.00000000,0
lowedi01,1,0,0,0,0,0,1,0,1,1,0,0,0,1.00000000,0
lowryjo01,6,0,0,0,0,0,6,8,6,1,0,0,0,1.00000000,0
lynchto01,42,4,0,0,0,0,44,127,42,2,0,0,0,1.00000000,0
mackco01,724,265,5,0,0,0,729,3321,724,11,3731,0,0,1.00000000,1
mackre01,550,262,6,0,0,0,550,1490,550,6,0,0,0,1.00000000,0
madigto01,14,2,0,14,4.87,0,15,3,14,1,0,0,0,1.00000000,0
mainswi01,45,15,1,42,23.880000000000003,0,44,6,45,3,0,0,0,1.00000000,0
malonma01,5,3,0,2,10.5,0,7,3,4,1,0,0,0,1.00000000,0
mannija01,833,360,14,96,27.849999999999998,0,898,1504,833,12,7,0,0,1.00000000,0
mansejo01,31,17,0,0,0,0,31,49,31,1,0,0,0,1.00000000,0
mansemi01,371,25,9,0,0,0,371,785,371,5,0,0,0,1.00000000,0
manseto01,191,74,0,1,16.2,0,192,232,191,3,0,0,0,1.00000000,0
martiph01,74,37,0,24,12.18,0,88,73,72,2,0,0,0,1.00000000,0
masonch01,21,5,0,1,4.5,0,23,60,21,2,38,0,0,1.00000000,0
mathebo01,623,164,1,578,51.75,0,669,296,622,15,0,0,0,1.00000000,0
mattecv01,1,0,0,1,9,0,2,0,1,1,0,0,0,1.00000000,0
mattimi01,124,36,1,58,19.080000000000002,0,128,158,124,4,0,0,0,1.00000000,0
maulal01,411,180,7,188,90.03,0,414,805,411,15,0,0,0,1.00000000,0
maysal01,160,46,3,150,26.5,0,165,63,160,6,0,0,0,1.00000000,0
mcaleji01,1021,469,11,1,0,0,1020,2469,1021,13,735,0,0,1.00000000,1
mcbridi01,240,177,0,237,17.47,0,250,129,240,6,161,0,0,1.00000000,0
mccaf01,1,0,0,1,6,0,1,0,1,1,0,0,0,1.00000000,0
mccarfr01,19,12,0,0,0,0,19,25,16,1,0,0,0,1.00000000,0
mccarjo01,20,12,0,15,3.91,0,21,20,20,1,0,0,0,1.00000000,0
mccarto01,1273,732,44,13,30.58,0,1296,2190,1273,13,15,0,0,1.00000000,1
mccaual01,192,78,2,10,5.09,0,193,1634,192,3,0,0,0,1.00000000,0
mcclobi01,20,4,0,0,0,0,21,70,20,2,0,0,0,1.00000000,0
mccorha01,110,38,1,103,10.940000000000001,0,115,46,110,4,0,0,0,1.00000000,0
mccorje01,202,0,0,1,9,0,203,299,202,2,0,0,0,1.00000000,0
mccorji01,534,178,4,492,29.000000000000004,0,551,384,534,10,74,0,0,1.00000000,0
mcderjo01,9,4,0,7,8.14,0,9,1,9,2,0,0,0,1.00000000,0
mcdermi01,9,3,0,9,4.16,0,9,1,9,1,0,0,0,1.00000000,0
mcdonji01,45,0,0,0,0,0,45,56,45,2,0,0,0,1.00000000,0
mcdoo01,1,0,0,1,3,0,1,0,1,1,0,0,0,1.00000000,0
mcelrji01,15,3,0,14,15.66,0,17,13,15,1,0,0,0,1.00000000,0
mcfarch01,3,0,0,1,15,0,4,4,3,1,0,0,0,1.00000000,0
mcgarch01,827,388,9,0,0,0,828,1150,827,10,0,0,0,1.00000000,0
mcgeaja01,608,276,9,5,30.14,0,613,1061,608,6,0,0,0,1.00000000,0
mcginju01,193,33,2,187,23.880000000000003,0,201,56,193,6,0,0,0,1.00000000,0
mcguide01,1781,840,45,1,6.75,0,1748,7743,1783,26,210,0,0,1.00000000,0
mcgunbi01,56,6,0,19,6.04,0,58,70,56,3,327,0,0,1.00000000,0
mcintfr01,3,0,0,3,6.03,0,3,0,3,1,0,0,0,1.00000000,0
mckeaed01,1655,1124,67,0,0,0,1664,3140,1655,13,0,0,0,1.00000000,0
mckelru01,64,36,2,4,2.16,0,67,121,64,2,0,0,0,1.00000000,0
mckenpa01,1,0,0,0,0,0,1,1,1,1,0,0,0,1.00000000,0
mckeola01,125,17,0,116,22.150000000000002,0,130,132,125,3,0,0,0,1.00000000,0
mclauba01,178,66,3,7,5.36,0,181,284,178,3,0,0,0,1.00000000,0
mclaufr01,107,4,5,4,18.4,0,116,155,107,3,0,0,0,1.00000000,0
mclauji01,5,0,0,3,3.68,0,6,3,5,1,0,0,0,1.00000000,0
mcmahsa01,325,115,3,321,36.78,0,327,120,325,9,0,0,0,1.00000000,0
mcmanpa01,2,0,0,2,3,0,2,2,2,1,0,0,0,1.00000000,0
mcmulge01,3,1,0,3,7.71,0,4,2,3,1,0,0,0,1.00000000,0
mcmuljo01,244,135,4,37,19.32,0,251,490,243,5,0,0,0,1.00000000,0
mcsortr01,43,3,0,1,4.5,0,46,186,43,4,0,0,0,1.00000000,0
mcveyca01,530,449,11,34,19.29,0,606,2690,530,9,91,0,0,1.00000000,1
meegape01,42,5,0,40,7.710000000000001,0,45,25,42,2,0,0,0,1.00000000,0
meinkfr01,93,24,6,36,6.78,0,98,81,93,2,0,0,0,1.00000000,0
meyerle01,307,278,10,3,14,0,321,774,307,8,0,0,0,1.00000000,0
millecy01,29,1,0,27,16.05,0,33,7,29,2,0,0,0,1.00000000,0
milledo01,1318,567,33,0,0,0,1344,3678,1318,13,56,0,0,1.00000000,0
milledu01,656,421,22,0,0,0,657,1151,656,7,0,0,0,1.00000000,0
milleed01,8,1,0,0,0,0,8,5,8,1,0,0,0,1.00000000,0
mitchbo01,57,19,0,45,16.64,0,60,37,57,4,0,0,0,1.00000000,0
moffesa01,88,16,0,37,12.309999999999999,0,91,114,88,3,0,0,0,1.00000000,0
mooreha01,111,0,1,0,0,0,113,141,111,1,0,0,0,1.00000000,0
mooremo01,21,5,0,0,0,0,27,88,21,1,0,0,0,1.00000000,0
morgapi01,33,6,0,7,1.29,0,41,38,33,2,0,0,0,1.00000000,0
moriage01,72,23,3,3,14.27,0,73,135,72,3,0,0,0,1.00000000,0
morrie01,1,0,0,1,9,0,2,0,1,1,0,0,0,1.00000000,0
morried01,317,63,1,311,22.59,0,322,109,317,7,0,0,0,1.00000000,0
morriha01,7,3,0,7,7.58,0,8,2,7,1,0,0,0,1.00000000,0
morrijo01,1265,643,43,18,17.389999999999997,0,1287,9838,1265,15,348,0,0,1.00000000,0
morrimi01,83,24,1,65,20.009999999999998,0,88,65,83,3,0,0,0,1.00000000,0
mortoch01,87,3,0,3,3.09,0,95,97,87,3,121,0,0,1.00000000,0
mortosp01,2,0,0,2,5.29,0,2,2,2,1,0,0,0,1.00000000,0
mountbi01,59,10,0,57,13.77,0,60,19,59,3,0,0,0,1.00000000,0
mountfr01,194,13,9,143,39.65,0,198,283,194,7,0,0,0,1.00000000,0
muldomi01,495,187,10,0,0,0,498,668,495,5,0,0,0,1.00000000,0
mullato01,784,223,8,555,55.140000000000015,0,820,916,784,13,0,0,0,1.00000000,0
mulle01,1,0,0,0,0,0,1,2,1,1,0,0,0,1.00000000,0
murphcl01,1,0,0,0,0,0,1,2,1,1,0,0,0,1.00000000,0
murphco01,26,7,0,23,11.370000000000001,0,26,9,26,2,0,0,0,1.00000000,0
murphjo01,33,0,0,21,6.87,0,40,27,33,1,0,0,0,1.00000000,0
murphjo02,11,1,0,11,21.93,0,12,4,11,2,0,0,0,1.00000000,0
murrami01,34,7,0,0,0,0,37,196,34,4,0,0,0,1.00000000,0
myersge01,424,126,5,0,0,0,440,1616,424,6,0,0,0,1.00000000,0
myershe01,76,0,0,6,6.58,0,81,78,76,3,19,0,0,1.00000000,0
nashbi01,1553,983,60,2,0,0,1557,2421,1553,15,62,0,0,1.00000000,0
neaglja01,100,6,0,70,24.82,0,110,71,100,3,0,0,0,1.00000000,0
nealejo01,33,10,1,31,22.310000000000002,0,34,12,33,4,0,0,0,1.00000000,0
nelsobi01,3,0,0,3,4.5,0,3,4,3,1,0,0,0,1.00000000,0
nichosa01,22,4,0,0,0,0,22,42,22,2,0,0,0,1.00000000,0
nichotr01,125,16,0,106,19.3,0,139,80,125,6,0,0,0,1.00000000,0
nolanth01,102,35,0,79,16.97,0,106,59,102,5,0,0,0,1.00000000,0
oberbhe01,66,0,0,8,8.76,0,75,135,66,2,0,0,0,1.00000000,0
oberldo01,3,4,0,3,5.26,0,3,0,3,1,0,0,0,1.00000000,0
obriebi01,356,206,32,2,1.8,0,359,3507,356,5,0,0,0,1.00000000,0
obrieda01,709,394,20,1,0,0,717,1399,709,6,0,0,0,1.00000000,0
obrieda02,140,43,0,136,14.5,0,139,61,140,4,0,0,0,1.00000000,0
obrieto01,270,61,4,1,7.36,0,278,1353,270,6,0,0,0,1.00000000,0
oconnpa01,42,8,0,1,6,0,43,65,42,1,0,0,0,1.00000000,0
odayha01,232,46,1,201,29.15,0,242,130,232,7,153,0,0,1.00000000,1
oneal01,1,0,0,0,0,0,1,0,1,1,0,0,0,1.00000000,0
oneilj01,7,1,0,5,5.03,0,9,18,7,1,0,0,0,1.00000000,0
oneilti01,1052,757,52,36,6.75,0,1059,1810,1052,10,0,1,0,1.00000000,0
orour01,1,0,0,1,8,0,1,0,1,1,0,0,0,1.00000000,0
orourji01,1999,1208,62,6,9.27,0,2084,5494,1996,23,246,0,0,1.00000000,1
orrda01,791,627,37,3,7.2,0,797,7931,791,8,3,0,0,1.00000000,0
osterch01,2,0,0,0,0,0,2,6,2,1,0,0,0,1.00000000,0
oxleyhe01,3,0,0,0,0,0,3,11,3,1,0,0,0,1.00000000,0
paborch01,170,80,0,10,19.75,0,177,338,170,5,13,0,0,1.00000000,1
palme01,4,1,0,4,3.44,0,4,1,4,1,0,0,0,1.00000000,0
parksbi01,30,6,0,16,11.73,0,36,69,30,2,1,0,0,1.00000000,0
parsoch01,8,2,0,8,14.44,0,8,1,8,3,0,0,0,1.00000000,0
pearcdi01,291,134,2,2,3.38,0,298,272,290,7,49,0,0,1.00000000,0
pearcfr01,1,0,0,1,4.5,0,1,0,1,1,0,0,0,1.00000000,0
pearsfr01,4,1,0,4,18.41,0,5,1,4,2,0,0,0,1.00000000,0
pechige01,62,24,1,61,13.28,0,65,24,62,3,0,0,0,1.00000000,0
peoplji01,344,141,7,2,12,0,358,1327,344,6,0,0,0,1.00000000,0
peterjo01,615,249,3,1,0,0,619,937,615,11,0,0,0,1.00000000,0
pettibo01,96,40,7,1,0,0,99,103,96,3,0,0,0,1.00000000,0
pettych01,34,11,1,34,23.11,0,34,11,34,3,0,0,0,1.00000000,0
pfefffr01,1671,1021,94,8,15.93,0,1686,5062,1671,16,42,0,0,1.00000000,0
piersda01,57,13,0,1,0,0,65,159,57,1,0,0,0,1.00000000,0
pinkhed01,24,17,1,3,3.48,0,29,43,24,1,0,0,0,1.00000000,0
pinknge01,1163,539,21,1,4.5,0,1165,1574,1163,10,0,0,0,1.00000000,0
poormto01,496,172,12,15,50.03,0,503,728,496,6,0,0,0,1.00000000,0
portehe01,212,52,1,207,30.090000000000003,0,215,59,212,6,0,0,0,1.00000000,0
powelab01,78,15,0,29,13.23,0,86,85,78,2,0,0,0,1.00000000,0
prattal01,45,32,0,43,9.56,0,58,34,45,2,51,0,0,1.00000000,0
princwa01,55,1,1,0,0,0,56,431,55,2,0,0,0,1.00000000,0
proesge01,20,7,1,7,3.81,0,20,16,20,2,0,0,0,1.00000000,0
maderlu01,6,0,0,6,9,0.277,6,4,6,1,0,0,0,1.00000000,0
oconnda01,6,5,0,0,0,0,6,58,6,1,0,0,0,1.00000000,0
payntge01,1,0,0,0,0,0,1,1,1,1,0,0,0,1.00000000,0
pricebi01,1,0,0,1,2,0,1,0,1,1,0,0,0,1.00000000,0
oconnfr01,3,3,1,3,11.25,0,3,0,3,1,0,0,0,1.00000000,0
mertesa01,1190,721,40,1,1.93,0,1186,2532,1191,10,0,0,0,1.00000000,0
mcallsp01,418,164,5,17,25.36,0,408,1176,418,7,0,0,0,1.00000000,0
hamlike01,468,89,11,0,0,0,447,666,468,7,0,0,0,1.00000000,0
hamptik01,113,18,4,0,0,0,98,234,113,6,0,0,0,1.00000000,0
harmabr01,6,1,0,0,0,0,4,2,6,1,0,0,0,1.00000000,0
hartji99,0,0,0,0,0,0,0,0,0,0,202,0,0,1.00000000,0
hartsto01,1356,341,31,0,0,0,1312,2115,1357,14,0,0,0,1.00000000,0
hazledo01,7,0,0,0,0,0,7,67,7,1,0,0,0,1.00000000,0
hetkijo01,214,6,0,214,39.72,0.275,214,25,214,8,0,0,0,1.00000000,0
hillisa01,144,57,27,0,0,0,122,242,144,3,0,0,0,1.00000000,0
lynchhe01,4,2,0,0,0,0,4,5,4,1,0,0,0,1.00000000,0
millebo01,22,4,0,20,8.58,0,23,5,22,2,0,0,0,1.00000000,0
haugear01,15,0,0,0,0,0,5,4,15,1,0,0,0,1.00000000,0
hernoto01,4,2,0,0,0,0,4,10,4,1,0,0,0,1.00000000,0
heywaja01,1531,631,158,0,0,0,1498,2900,1531,12,0,5,1,1.25817143,0
hicksjo03,112,0,0,112,12.13,0.17266666666666666,112,8,112,3,0,0,0,1.00000000,0
hollimi01,11,2,1,0,0,0,10,5,11,1,0,0,0,1.00000000,0
marsed01,16,9,0,16,4.67,0,16,3,16,1,0,0,0,1.00000000,0
parroto01,278,163,15,115,28.04,0,281,645,278,4,0,0,0,1.00000000,0
harribo02,2,0,0,2,25.2,0.435,2,0,2,2,0,0,0,1.00000000,0
harrimo01,41,3,1,0,0,0,35,49,41,2,0,0,0,1.00000000,0
hasbrzi01,11,0,0,0,0,0,8,24,11,2,0,0,0,1.00000000,0
hayhudi01,25,0,0,25,12.5,0.3195,25,1,25,2,0,0,0,0.12350000,0
hernara01,337,2,0,337,41.15,0.2606363636363636,337,13,337,9,0,0,0,1.00000000,0
herrsri01,35,6,1,0,0,0,23,83,35,1,0,0,0,1.00000000,0
hoodde01,13,2,1,0,0,0,7,11,13,1,0,0,0,1.00000000,0
mcjamdo01,178,39,0,178,20.08,0,178,36,178,6,0,0,0,1.00000000,0
hazewdr01,6,0,0,0,0,0,3,1,6,1,0,0,0,1.00000000,0
heilblo99,0,0,0,0,0,0,0,0,0,0,23,0,0,1.00000000,0
herrito01,14,0,0,14,7.31,0.31,14,4,14,1,0,0,0,1.00000000,0
hevinjo02,430,18,0,430,60.55,0.28071428571428575,430,77,430,13,0,0,0,1.00000000,0
hinojda01,29,0,0,29,4.05,0.142,29,2,29,2,0,0,0,0.11690000,0
hodgebe01,8,0,0,0,0,0,2,1,8,1,0,0,0,1.00000000,0
hoeyja02,61,0,0,61,23.009999999999998,0.32033333333333336,61,6,61,3,0,0,0,0.12430000,0
honeybr01,3,0,0,3,8.31,0.278,3,1,3,1,0,0,0,1.00000000,0
houtzle01,5,0,0,0,0,0,5,17,5,1,0,0,0,1.00000000,0
mcculch01,29,1,0,29,11.86,0,29,4,29,1,0,0,0,1.00000000,0
hankido01,20,0,0,20,6.33,0.38,20,4,20,1,0,0,0,1.00000000,0
hartmbo01,11,0,0,11,30.12,0.37,11,1,11,2,0,0,0,1.00000000,0
hickmje01,15,0,0,13,5.87,0.09,13,2,15,2,0,0,0,1.00000000,0
hoppeno01,168,20,1,0,0,0,125,247,168,3,0,0,0,0.12830000,0
houseja01,1,0,0,1,20.25,0.5,1,0,1,1,0,0,0,1.00000000,0
knoxan01,21,8,0,0,0,0,21,205,21,1,0,0,0,1.00000000,0
hambuma01,5,0,0,5,4.5,0.179,5,0,5,1,0,0,0,1.00000000,0
harrida01,542,247,32,0,0,0,395,768,542,7,0,0,0,1.00000000,0
harrimi01,271,16,0,271,52.029999999999994,0.26272727272727275,271,40,271,9,0,0,1,1.00000000,0
hartech01,188,1,0,187,41.48,0.288625,187,22,188,7,0,0,0,1.00000000,0
hayesbi01,5,0,0,0,0,0,4,9,5,2,0,0,0,1.00000000,0
heiseri01,3,0,0,3,8.31,0.4,3,1,3,1,0,0,0,1.00000000,0
henniph01,176,2,0,176,21.169999999999998,0.2558,176,22,176,5,0,0,0,1.00000000,0
hillca02,18,0,0,18,4.91,0.175,18,5,18,1,0,0,0,1.00000000,0
howarla01,133,47,6,0,0,0,127,646,133,4,0,0,0,1.00000000,0
malarjo01,82,18,1,80,30.11,0,82,30,82,6,0,0,0,1.00000000,0
meekijo01,339,131,15,324,51.2,0,332,125,339,10,0,0,0,1.00000000,0
hanskdo01,11,2,0,3,12,0.33999999999999997,8,37,11,2,0,0,0,1.00000000,0
harrima01,136,0,0,135,42.330000000000005,0.28887499999999994,135,27,136,8,0,0,1,0.93056667,0
hartlgr01,569,144,3,0,0,0,474,1640,574,14,0,0,0,1.00000000,0
hayeske01,120,49,11,0,0,0,119,90,120,2,0,0,0,1.00000000,0
headlch01,1436,596,130,0,0,0,1378,1428,1436,12,0,2,0,1.61097500,0
heilech01,5,1,0,0,0,0,5,4,5,1,0,0,0,1.00000000,0
herreda01,131,0,0,131,37.06,0.3564,131,15,131,4,0,0,0,0.12390000,0
mccreto01,802,388,27,10,53.36,0,781,2201,802,9,0,0,0,1.00000000,0
peppeha01,2,0,0,2,6.75,0,2,0,2,1,0,0,0,1.00000000,0
hamilia01,14,0,0,14,9,0.237,14,1,14,2,0,0,0,1.00000000,0
hammoja01,45,4,0,0,0,0,24,33,45,2,0,0,0,1.00000000,0
harrisp01,164,46,3,0,0,0,107,176,164,4,0,0,0,1.00000000,0
